id_avaluo,numero_finca,finalidad,fecha_inspeccion,fecha_valor,fecha_informe,provincia,canton,distrito,latitud,longitud,tipologia_inmueble,moneda,area_terreno_m2,valor_unitario_terreno_m2,area_construccion_m2,valor_unitario_construccion_m2,valor_obras_complementarias,valor_total_inmueble,perito_id
AV-2025-001746,3-726190,Contable,2025-01-08,2025-01-16,2025-01-28,Cartago,Turrialba,Turrialba,9.889226,-83.660224,Terreno baldío urbano,CRC,858.62,88566.98,0.0,0.0,0.0,76045000,PER-001
AV-2025-001747,3-279517,Garantía hipotecaria,2025-09-26,2025-10-07,2025-09-29,Cartago,Paraíso,Paraíso,9.823803,-83.883328,Local comercial,CRC,1896.38,384147.69,673.79,589316.81,4025391.19,1129591000,PER-007
AV-2024-001748,5-841275,Leasing,2024-12-12,2024-12-21,2024-12-27,Guanacaste,Santa Cruz,Tamarindo,10.309376,-85.81258,Casa de habitación,USD,569.47,1853.51,385.13,1178.14,9298.38,1518554,PER-007
AV-2024-001749,3-322760-072,Leasing,2024-12-01,2024-12-21,2024-12-28,Cartago,Paraíso,Paraíso,9.823727,-83.895582,Condominio horizontal,USD,434.78,345.86,195.24,1124.38,433.75,370331,PER-008
AV-2024-001750,2-218485-214,Actualización de garantía,2021-12-04,2021-12-18,2021-12-20,Alajuela,Alajuela,Alajuela,10.030346,-84.20888,Apartamento,USD,232.33,758.89,173.06,929.35,8207.55,345354,PER-004
AV-2024-001751,3-869555,Leasing,2024-08-13,2024-08-15,2024-08-20,Cartago,La Unión,Tres Ríos,9.889336,-83.997416,Terreno baldío urbano,CRC,879.69,205890.04,0.0,0.0,5050509.79,186170000,PER-004
AV-2026-001752,6-950847,Leasing,2026-01-06,2026-01-23,2026-02-03,Puntarenas,Quepos,Quepos,9.411207,-84.132367,Casa de habitación,CRC,385.34,1096477.44,180.2,642375.51,761851.16,539035000,PER-006
AV-2025-001753,4-930550,Garantía hipotecaria,2025-06-22,2025-07-05,2025-07-11,Heredia,San Rafael,San Rafael,10.008355,-84.083867,Local comercial,CRC,330.15,498642.69,377.8,601738.47,5552952.31,397517000,PER-004
AV-2025-001754,2-112021,Actualización de garantía,2025-12-14,2025-12-26,2026-01-03,Alajuela,San Ramón,San Ramón,10.071773,-84.433444,Casa de habitación,CRC,362.7,275891.3,222.18,401985.41,4025044.62,193404000,PER-001
AV-2026-001755,6-880019,Leasing,2025-12-18,2026-01-05,2026-01-15,Puntarenas,Quepos,Quepos,9.472842,-84.127605,Casa de habitación,USD,231.58,1224.19,120.71,1558.54,12141.93,483771,PER-004
AV-2025-001756,1-141723,Leasing,2025-06-27,2025-07-13,2025-07-20,San José,Tibás,San Juan,9.953061,-84.089129,Local comercial,CRC,716.73,634741.92,1098.17,382687.96,1752834.1,876948000,PER-003
AV-2025-001757,3-198987-019,Leasing,2025-08-26,2025-08-28,2025-09-07,Cartago,Paraíso,Paraíso,9.82774,-83.837564,Condominio horizontal,USD,450.18,413.51,227.56,697.45,267.55,345133,PER-002
AV-2026-001758,1-109748-148,Leasing,2026-01-23,2026-01-26,2026-01-28,San José,Escazú,Escazú,9.913228,-84.123614,Apartamento,USD,108.89,908.05,88.75,776.65,2765.19,170570,PER-004
AV-2025-001759,1-760817,Garantía hipotecaria,2025-07-02,2025-07-12,2025-07-16,San José,Montes de Oca,San Pedro,9.940247,-84.06123,Casa de habitación,CRC,239.44,912125.61,161.74,460551.35,3754165.43,332753000,PER-006
AV-2025-001760,7-763650,Garantía hipotecaria,2022-07-23,2022-08-12,2022-08-21,Limón,Pococí,Guápiles,10.253825,-83.802743,Local comercial,CRC,1075.0,2770289.96,1176.61,638104.1,14454756.61,3743316000,PER-009
AV-2026-001761,1-738225,Actualización de garantía,2026-01-08,2026-01-11,2026-01-16,San José,Montes de Oca,San Pedro,9.944476,-84.058748,Edificio de oficinas,USD,850.88,629.51,4549.05,841.81,120444.48,4485518,PER-007
AV-2025-001762,2-532309,Garantía hipotecaria,2025-04-07,2025-04-23,2025-04-24,Alajuela,Alajuela,Alajuela,10.009651,-84.210246,Casa de habitación,CRC,400.31,1186110.12,262.42,467653.63,4643824.17,602177000,PER-002
AV-2024-001763,2-999862,Seguro,2024-11-20,2024-11-23,2024-11-29,Alajuela,Alajuela,Alajuela,10.002015,-84.219643,Terreno baldío urbano,CRC,473.0,231174.77,0.0,0.0,0.0,109346000,PER-008
AV-2025-001764,4-151728-204,Leasing,2025-10-22,2025-10-30,2025-11-09,Heredia,Heredia,Heredia,10.008293,-84.112464,Apartamento,USD,142.52,550.64,72.32,1086.55,5916.55,162973,PER-008
AV-2025-001765,7-378067,Garantía hipotecaria,2025-09-27,2025-09-30,2025-10-03,Limón,Limón,Limón,10.013694,-83.047497,Casa de habitación,CRC,515.81,578347.74,134.04,480530.07,3122894.42,365851000,PER-001
AV-2025-001766,1-719362,Actualización de garantía,2025-11-27,2025-12-17,2025-12-18,San José,San José,Carmen,9.944744,-84.070222,Casa de habitación,USD,480.55,650.28,174.71,1095.38,4658.69,508525,PER-004
AV-2024-001767,1-153439,Actualización de garantía,2024-08-08,2024-08-27,2024-09-03,San José,Santa Ana,Santa Ana,9.926733,-84.190258,Casa de habitación,USD,685.28,1044.85,304.09,745.09,1165.43,943755,PER-006
AV-2026-001768,4-991283-386,Contable,2026-01-09,2026-01-29,2026-02-03,Heredia,Belén,San Antonio,9.963356,-84.178415,Apartamento,USD,99.82,941.26,221.85,805.13,4489.2,277064,PER-004
AV-2025-001769,1-897518,Leasing,2025-04-16,2025-05-06,2025-05-11,San José,Puriscal,Santiago,9.372707,-83.499759,Terreno baldío urbano,CRC,1392.97,30779.05,0.0,0.0,1240109.86,44114000,PER-007
AV-2025-001770,4-812631,Garantía hipotecaria,2025-03-24,2025-03-25,2025-04-05,Heredia,Belén,San Antonio,9.977674,-84.187852,Casa de habitación,CRC,295.64,922776.86,34.22,749260.46,1627959.72,300077000,PER-007
AV-2025-001771,5-484088,Garantía hipotecaria,2025-06-27,2025-07-05,2025-07-16,Guanacaste,Nicoya,Nicoya,10.017082,-84.852014,Casa de habitación,CRC,152.64,2846950.79,70.92,780801.23,1065210.04,490998000,PER-003
AV-2025-001772,1-252613,Garantía hipotecaria,2025-10-09,2025-10-26,2025-10-30,San José,Pérez Zeledón,San Isidro de El General,9.390844,-83.741246,Casa de habitación,USD,740.77,146.6,435.77,875.8,5799.44,496044,PER-006
AV-2025-001773,1-556712,Garantía hipotecaria,2025-06-20,2025-07-04,2025-07-06,San José,Santa Ana,Santa Ana,9.915511,-84.192958,Local comercial,CRC,251.91,913308.86,142.43,517983.5,4985984.66,308834000,PER-004
AV-2024-001774,1-817624-374,Actualización de garantía,2021-10-03,2021-10-22,2021-10-27,San José,Escazú,Escazú,9.923551,-84.152524,Apartamento,USD,85.18,875.62,148.59,1202.3,2456.79,255692,PER-006
AV-2026-001775,5-834345,Compraventa,2026-01-16,2026-02-03,2026-02-06,Guanacaste,Santa Cruz,Tamarindo,10.313105,-85.824221,Terreno baldío rural,USD,52655.12,164.68,0.0,0.0,0.0,8671245,PER-009
AV-2025-001776,3-924191,Leasing,2025-12-13,2025-12-16,2025-12-23,Cartago,La Unión,Tres Ríos,9.89545,-83.994746,Casa de habitación,CRC,656.92,385922.3,159.36,752798.22,7021722.35,380508000,PER-001
AV-2025-001777,5-124825,Actualización de garantía,2025-08-23,2025-08-29,2025-09-04,Guanacaste,Nicoya,Nicoya,10.132759,-85.465132,Casa de habitación,CRC,406.42,685952.47,274.69,666436.59,9223578.39,471072000,PER-006
AV-2026-001778,1-649769,Contable,2021-11-29,2021-12-18,2021-12-25,San José,Desamparados,Desamparados,9.905902,-84.080193,Terreno baldío urbano,USD,811.75,256.75,0.0,0.0,0.0,208417,PER-006
AV-2026-001779,1-300011,Leasing,2026-02-18,2026-02-23,2026-03-04,San José,Desamparados,Desamparados,9.903278,-84.063066,Bodega o nave industrial,CRC,10409.26,448750.97,5065.47,492672.96,140520512.52,7307306000,PER-007
AV-2025-001780,2-150611,Leasing,2025-06-18,2025-06-29,2025-07-08,Alajuela,San Carlos,Quesada,10.322871,-84.390704,Casa de habitación,CRC,814.02,632142.8,271.55,282565.7,4476698.58,595784000,PER-001
AV-2025-001781,7-767073,Actualización de garantía,2025-05-19,2025-05-19,2025-05-21,Limón,Talamanca,Cahuita,9.518753,-83.307907,Terreno baldío rural,USD,32040.72,478.74,0.0,0.0,0.0,15339174,PER-009
AV-2025-001782,2-353199,Garantía hipotecaria,2021-05-09,2021-05-10,2021-05-16,Alajuela,Alajuela,Alajuela,10.025559,-84.214048,Casa de habitación,CRC,1037.88,965330.87,446.14,845703.89,7431867.1,1386632000,PER-007
AV-2024-001783,1-167959,Garantía hipotecaria,2024-10-29,2024-11-14,2024-11-24,San José,Santa Ana,Santa Ana,9.917247,-84.170118,Edificio de oficinas,USD,1479.53,517.86,772.3,1563.92,59750.27,2033755,PER-009
AV-2024-001784,4-332970,Garantía hipotecaria,2024-10-12,2024-10-13,2024-10-24,Heredia,Heredia,Heredia,9.984585,-84.122761,Casa de habitación,USD,318.31,674.82,78.98,1479.21,7739.17,339369,PER-005
AV-2024-001785,1-443589,Leasing,2024-10-13,2024-10-17,2024-10-23,San José,Santa Ana,Santa Ana,-84.164507,9.936401,Local comercial,CRC,1281.35,4219144.3,2070.8,303721.68,50123258.92,6085271000,PER-005
AV-2025-001786,4-734198-020,Garantía hipotecaria,2025-07-17,2025-07-28,2025-07-31,Heredia,San Rafael,San Rafael,10.021488,-84.092941,Apartamento,USD,145.65,260.22,159.8,1579.95,18651.68,309029,PER-001
AV-2024-001787,4-963537,Actualización de garantía,2023-10-13,2023-10-22,2023-10-25,Heredia,Santo Domingo,Santo Domingo,9.987883,-84.095738,Casa de habitación,CRC,519.55,684397.28,193.06,508174.49,6221158.82,459908000,PER-009
AV-2024-001788, ,Contable,2024-07-31,2024-08-10,2024-08-12,Heredia,Heredia,Heredia,10.009983,-84.114818,Casa de habitación,CRC,229.76,526448.7,123.05,743867.59,6165097.17,218655000,PER-001
AV-2025-001789,2-930218,Actualización de garantía,2025-11-28,2025-12-10,2025-12-20,Alajuela,Alajuela,Alajuela,10.002667,-84.216904,Bodega o nave industrial,USD,2404.31,724.87,1249.07,1672.49,4626.65,3836496,PER-002
AV-2025-001790,4-880550,Seguro,2025-02-14,2025-02-23,2025-03-03,Heredia,San Rafael,San Rafael,10.034173,-84.088903,Casa de habitación,USD,590.37,449.49,176.52,1034.87,4235.85,452277,PER-009
AV-2025-001791,4-538645-340,Leasing,2025-09-20,2025-10-03,2025-10-11,Heredia,San Rafael,San Rafael,10.012056,-84.079282,Condominio horizontal,USD,214.37,435.0,127.14,1546.46,1179.77,291048,PER-003
AV-2025-001792,1-356506,Leasing,2025-08-21,2025-08-24,2025-08-29,San José,San José,Carmen,9.943765,-84.080688,Casa de habitación,CRC,272.79,930053.33,48.33,462978.12,977864.07,277063000,PER-006
AV-2025-001793,4-416314,Leasing,2025-04-13,2025-04-26,2025-05-08,Heredia,Santo Domingo,Santo Domingo,9.98326,-84.076363,Terreno baldío urbano,CRC,223.98,149900.5,0.0,0.0,369581.5,33944000,PER-009
AV-2025-001794,7-625833,Actualización de garantía,2023-12-04,2023-12-19,2023-12-26,Limón,Limón,Limón,9.991016,-83.028133,Terreno baldío rural,CRC,58832.69,42981.39,0.0,0.0,18325682.44,2547036000,PER-006
AV-2025-001795,4-896140,Actualización de garantía,2025-06-22,2025-07-12,2025-07-18,Heredia,Santo Domingo,Santo Domingo,9.992429,-84.096615,Bodega o nave industrial,USD,6313.65,333.17,1633.76,569.79,46091.51,2740514,PER-001
AV-2025-001796,4-560455-217,Actualización de garantía,2025-11-14,2025-11-24,2025-12-02,Heredia,Belén,San Antonio,9.979242,-84.167977,Apartamento,USD,67.13,529.11,195.99,1319.28,7574.89,301660,PER-001
AV-2024-001797,3-556390,Garantía hipotecaria,2024-10-27,2024-11-09,2024-11-10,Cartago,Paraíso,Paraíso,9.861971,-83.847432,Terreno baldío urbano,CRC,1027.07,240787.86,0.0,0.0,0.0,247306000,PER-003
AV-2025-001798,4-255242,Actualización de garantía,2025-10-02,2025-10-04,2025-10-10,Heredia,San Rafael,San Rafael,10.011351,-84.110341,Terreno baldío urbano,CRC,226.45,221747.41,0.0,0.0,0.0,50215000,PER-002
AV-2024-001799,1-861148,Leasing,2024-11-16,2024-12-04,2024-12-09,San José,Puriscal,Santiago,9.843104,-84.371243,Finca agrícola,CRC,120443.24,79561.33,6175.33,476784.73,121730024.74,12648657000,PER-004
AV-2025-001800,2-357810,Garantía hipotecaria,2025-01-06,2025-01-24,2025-02-02,Alajuela,San Ramón,San Ramón,10.109285,-84.456204,Bodega o nave industrial,USD,3413.1,185.72,1452.78,1115.57,75099.42,2329658,PER-009
AV-2025-001801,4-791696,Actualización de garantía,2025-10-21,2025-10-21,2025-10-28,Heredia,Santo Domingo,Santo Domingo,9.987003,-84.082748,Casa de habitación,CRC,800.47,785493.96,435.73,588559.2,3038860.32,888256000,PER-004
AV-2025-001802,1-223425-187,Garantía hipotecaria,2021-10-23,2021-10-25,2021-11-03,San José,Escazú,Escazú,9.894004,-83.41618,Condominio horizontal,USD,335.71,913.38,100.43,523.74,1798.19,361028,PER-008
AV-2025-001803,1-443969,Contable,2025-01-18,2025-01-28,2025-02-07,San José,Santa Ana,Santa Ana,9.920083,-84.176919,Bodega o nave industrial,USD,11007.56,1023.91,4997.43,1370.95,525261.0,18647238,PER-002
AV-2025-001804,1-615979,Compraventa,2025-08-26,2025-09-04,2025-09-11,San José,Pérez Zeledón,San Isidro de El General,9.401853,-83.740599,Terreno baldío urbano,CRC,433.5,132305.97,0.0,0.0,0.0,57355000,PER-004
AV-2025-001805,6-670821-288,Actualización de garantía,2025-08-17,2025-08-25,2025-09-01,Puntarenas,Garabito,Jacó,9.579316,-84.616638,Condominio horizontal,CRC,233.76,79107.24,153.01,784699.03,372094.73,138931000,PER-001
AV-2025-001806,1-971213-310,Leasing,2025-11-10,2025-11-11,2025-11-12,San José,Santa Ana,Santa Ana,9.940431,-84.173139,Apartamento,USD,79.0,1080.07,52.25,1699.24,4625.1,178736,PER-006
AV-2025-001807,1-518200,Contable,2025-02-02,2025-02-03,2025-02-05,San José,San José,Carmen,9.935745,-84.064776,Casa de habitación,CRC,289.89,1081136.92,34.13,435524.92,848665.44,329124000,PER-007
AV-2024-001808,1-756362-015,Leasing,2024-06-01,2024-06-15,2024-06-27,San José,Curridabat,Curridabat,9.912358,-84.037078,Apartamento,USD,78.14,606.76,75.55,1257.5,1033.08,143449,PER-005
AV-2025-001809,1-174133,Garantía hipotecaria,2025-08-16,2025-08-21,2025-08-25,San José,Montes de Oca,San Pedro,9.922598,-84.055385,Terreno baldío urbano,USD,465.99,932.33,0.0,0.0,0.0,434456,PER-008
AV-2025-001810,1-240446,Leasing,2025-01-23,2025-01-31,2025-02-05,San José,Goicoechea,Guadalupe,9.954926,-84.05879,Terreno baldío urbano,USD,503.63,510.42,0.0,0.0,0.0,257063,PER-002
AV-2026-001811,6-373137,Actualización de garantía,2026-01-23,2026-01-25,2026-02-06,Puntarenas,Garabito,Jacó,9.600842,-84.660902,Casa de habitación,CRC,691.88,599238.22,295.84,455761.0,9862982.55,559296000,PER-007
AV-2025-001812,1-523767,Leasing,2025-08-01,2025-08-03,2025-07-19,San José,Puriscal,Santiago,9.843301,-84.354509,Finca agrícola,CRC,231869.76,10406.14,12418.3,332068.93,185461478.98,6722062000,PER-007
AV-2026-001813,7-486543,Garantía hipotecaria,2026-01-01,2026-01-04,2026-01-09,Limón,Pococí,Guápiles,10.20733,-83.818009,Casa de habitación,USD,293.62,181.07,193.09,1081.27,10760.43,272709,PER-009
AV-2025-001814,1-308334,Contable,2025-01-29,2025-01-29,2025-02-02,San José,San José,Carmen,9.928831,-84.077346,Casa de habitación,CRC,384.95,860435.39,110.93,331970.76,2940981.54,370991000,PER-009
AV-2025-001815,1-666115,Actualización de garantía,2025-11-04,2025-11-22,2025-12-04,San José,Goicoechea,Guadalupe,9.94768,-84.059705,Casa de habitación,CRC,202.08,710337.46,81.84,655807.19,2630936.39,208984000,PER-008
AV-2025-001816,3-668453,Actualización de garantía,2025-07-24,2025-07-26,2025-08-03,Cartago,Paraíso,Paraíso,9.830963,-83.897724,Casa de habitación,USD,533.04,301.45,268.38,776.5,2370.97,371453,PER-004
AV-2025-001817,1-690242-187,Actualización de garantía,2025-05-29,2025-06-07,2025-06-15,San José,Curridabat,Curridabat,9.916586,-84.03011,Apartamento,CRC,74.67,987734.71,165.22,472763.16,1674669.01,153539000,PER-007
AV-2025-001818,1-652805,Garantía hipotecaria,2023-09-03,2023-09-22,2023-09-23,San José,Desamparados,Desamparados,9.90154,-84.086387,Terreno baldío urbano,CRC,1168.92,91862.67,0.0,0.0,0.0,107380000,PER-007
AV-2026-001819,1-316198-043,Garantía hipotecaria,2025-12-30,2026-01-03,2026-01-06,San José,San José,Carmen,9.941982,-84.076165,Condominio horizontal,USD,454.7,1093.97,210.2,1275.91,15932.4,781557,PER-003
AV-2026-001820,1-650304,Leasing,2026-03-05,2026-02-26,2026-03-07,San José,Escazú,Escazú,9.911513,-84.152651,Casa de habitación,USD,929.34,545.81,261.51,1618.82,7132.57,937713,PER-003
AV-2025-001821,1-894677,Garantía hipotecaria,2025-02-27,2025-03-05,2025-03-08,San José,Santa Ana,Santa Ana,9.933322,-84.188363,Terreno baldío urbano,CRC,567.4,377177.64,0.0,0.0,3338455.61,217349000,PER-009
AV-2025-001822,7-921985,Garantía hipotecaria,2021-02-24,2021-03-14,2021-03-25,Limón,Pococí,Guápiles,10.200356,-83.783676,Casa de habitación,CRC,199.53,557006.07,83.33,785673.17,4661230.89,181271000,PER-003
AV-2025-001823,2-195242,Seguro,2025-06-15,2025-07-02,2025-07-03,Alajuela,Atenas,Atenas,-84.400588,9.975176,Terreno baldío urbano,CRC,903.06,11085.12,0.0,0.0,63572.87,9034000,PER-007
AV-2024-001824,3-797322,Garantía hipotecaria,2024-06-16,2024-06-27,2024-07-06,Cartago,La Unión,Tres Ríos,9.91674,-84.005658,Local comercial,CRC,1042.05,409687.51,926.97,475429.65,5155605.83,872779000,PER-009
AV-2025-001825,1-975268-143,Leasing,2025-08-14,2025-09-03,2025-09-04,San José,San José,Carmen,9.929494,-84.066527,Condominio horizontal,CRC,571.22,348971.76,313.37,510368.29,5165080.26,364439000,PER-006
AV-2026-001826,1-787578-031,Leasing,2026-01-30,2026-02-11,2026-02-21,San José,Santa Ana,Santa Ana,9.939476,-84.191782,Condominio horizontal,USD,410.7,516.11,320.89,820.39,15844.9,491066,PER-006
AV-2026-001827,2-940055,Actualización de garantía,2026-02-18,2026-02-23,2026-02-28,Alajuela,Grecia,Grecia,10.100665,-84.31363,Casa de habitación,USD,528.89,174.75,336.61,1641.26,43860.62,688749,PER-001
AV-2025-001828,3-127759,Actualización de garantía,2025-06-09,2025-06-19,2025-06-30,Cartago,Cartago,Oriental,9.871619,-83.927574,Terreno baldío urbano,CRC,811.84,413914.26,0.0,0.0,0.0,336032000,PER-008
AV-2025-001829,4-354032-269,Leasing,2025-11-17,2025-12-06,2025-12-09,Heredia,Heredia,Heredia,9.992862,-84.105792,Condominio horizontal,USD,487.33,607.23,120.03,1301.54,10183.42,462329,PER-005
AV-2025-001830,5-432996,Leasing,2025-06-24,2025-07-08,2025-07-15,Guanacaste,Santa Cruz,Tamarindo,10.308325,-85.822045,Casa de habitación,USD,314.88,2406.19,88.84,671.14,2086.93,819372,PER-004
AV-2026-001831,3-566497,Actualización de garantía,2026-01-20,2026-01-24,2026-01-28,Cartago,Paraíso,Paraíso,9.847024,-83.886657,Casa de habitación,CRC,285.56,815252.41,132.84,275688.0,485595.99,269911000,PER-005
AV-2026-001832,4-736614-243,Actualización de garantía,2026-01-09,2026-01-21,2026-01-25,Heredia,Belén,San Antonio,10.830971,-84.420145,Apartamento,USD,200.65,945.76,293.97,1464.93,185.65,620598,PER-001
AV-2026-001833,2-496664,Actualización de garantía,2026-01-03,2026-01-08,2026-01-17,Alajuela,San Carlos,Quesada,10.343211,-84.439714,Casa de habitación,CRC,383.78,414686.16,110.97,338744.15,2272034.82,199011000,PER-003
AV-2025-001834,1-868220,Contable,2021-08-18,2021-08-19,2021-08-21,San José,Tibás,San Juan,9.972596,-84.077936,Bodega o nave industrial,CRC,13494.84,288993.54,4533.04,495212.84,8385940.77,6153127000,PER-003
AV-2025-001835,1-103163,Leasing,2022-05-22,2022-05-23,2022-06-04,San José,Escazú,Escazú,9.93764,-84.146174,Local comercial,CRC,299.39,943906.68,210.46,662261.29,2758810.74,424735000,PER-009
AV-2025-001836,3-431505,Leasing,2025-05-31,2025-06-10,2025-06-12,Cartago,Paraíso,Paraíso,9.84747,-83.842522,Casa de habitación,CRC,825.25,758771.53,311.69,342903.15,5702980.08,738759000,PER-009
AV-2025-001837,4-805298,Garantía hipotecaria,2025-08-15,2025-08-30,2025-09-07,Heredia,Heredia,Heredia,9.995471,-84.104643,Casa de habitación,CRC,323.82,501416.59,48.87,287392.02,967850.75,177381000,PER-003
AV-2024-001838,1-653411-038,Garantía hipotecaria,2024-05-24,2024-05-29,2024-05-30,San José,Escazú,Escazú,9.924943,-84.128908,Condominio horizontal,CRC,335.18,525997.74,249.48,663901.7,12831271.83,354765000,PER-005
AV-2024-001839,1-329374-177,Leasing,2024-11-13,2024-11-29,2024-11-30,San José,Goicoechea,Guadalupe,9.942736,-84.059091,Apartamento,USD,123.26,451.61,158.13,542.75,1112.39,142603,PER-004
AV-2025-001840,5-622270,Leasing,2025-03-13,2025-03-30,2025-04-02,Guanacaste,Santa Cruz,Tamarindo,10.326368,-85.84159,Terreno baldío urbano,CRC,335.86,125917.15,0.0,0.0,0.0,42291000,PER-008
AV-2024-001841,1-186898-136,Garantía hipotecaria,2024-11-10,2024-11-14,2024-11-23,San José,Tibás,San Juan,9.95241,-84.0815,Apartamento,USD,64.91,1081.85,106.39,1265.01,7798.5,212606,PER-001
AV-2024-001842,1-251481,Garantía hipotecaria,2024-05-09,2024-05-09,2024-05-13,San José,Goicoechea,Guadalupe,9.936287,-84.045019,Local comercial,CRC,2206.68,650854.96,1768.13,459477.28,59529615.82,2308174000,PER-003
AV-2026-001843,6-249533,Actualización de garantía,2026-01-30,2026-02-16,2026-02-20,Puntarenas,Puntarenas,Puntarenas,9.990275,-84.825455,Bodega o nave industrial,USD,10479.94,147.98,3949.94,1057.42,136447.83,5864015,PER-008
AV-2024-001844,1-586811-389,Seguro,2022-02-15,2022-02-24,2022-03-08,San José,Desamparados,Desamparados,9.902839,-84.066656,Condominio horizontal,CRC,405.89,106057.65,210.69,758780.84,10314589.61,213230000,PER-009
AV-2025-001845,4-569345,Leasing,2021-08-29,2021-09-05,2021-09-08,Heredia,Santo Domingo,Santo Domingo,9.972193,-84.096317,Bodega o nave industrial,USD,2610.32,218.35,0.0,0.0,47419.72,617383,PER-003
AV-2025-001846,3-368741,Actualización de garantía,2023-04-27,2023-05-10,2023-05-18,Cartago,Turrialba,Turrialba,9.86214,-83.669061,Finca agrícola,CRC,126539.35,62479.22,0.0,0.0,0.0,7906080000,PER-001
AV-2025-001847,2-499361,Leasing,2025-02-20,2025-03-07,2025-03-14,Alajuela,Alajuela,Alajuela,10.001935,-84.202425,Casa de habitación,CRC,670.54,632224.23,0.0,0.0,2298103.31,729973000,PER-003
AV-2024-001848,2-529032,Seguro,2023-07-25,2023-07-31,2023-08-06,Alajuela,Alajuela,Alajuela,10.027345,-84.204814,Edificio de oficinas,USD,1840.4,506.65,10498.68,1431.36,1050051.62,17009881,PER-007
AV-2025-001849,6-586849,Leasing,2025-06-28,2025-07-04,2025-07-05,Puntarenas,Quepos,Quepos,9.437703,-84.143839,Casa de habitación,USD,357.88,1838.74,135.54,869.55,4313.65,780221,PER-008
AV-2024-001850,3-195465,Actualización de garantía,2022-06-09,2022-06-09,2022-06-14,Cartago,Paraíso,Paraíso,10.266142,-83.771939,Casa de habitación,CRC,315.72,736491.5,181.48,266189.68,3387540.25,284221000,PER-003
AV-2025-001851,7-484206,Garantía hipotecaria,2025-11-22,2025-11-24,2025-12-05,Limón,Limón,Limón,9.974171,-83.035584,Casa de habitación,USD,692.13,205.54,193.88,523.94,6843.7,250686,PER-006
AV-2024-001852,3-530353-306,Garantía hipotecaria,2024-12-02,2024-12-16,2024-12-19,Cartago,La Unión,Tres Ríos,9.894368,-83.992134,Condominio horizontal,USD,615.58,374.83,196.24,1155.79,10598.9,468149,PER-002
AV-2025-001853,3-403035,Compraventa,2025-11-11,2025-11-30,2025-12-09,Cartago,Cartago,Oriental,9.870043,-83.907278,Casa de habitación,CRC,166.44,819937.74,63.61,385379.05,1459508.28,162444000,PER-005
AV-2026-001854,1-628696,Garantía hipotecaria,2026-02-02,2026-02-06,2026-02-17,San José,Pérez Zeledón,San Isidro de El General,9.402094,-83.640855,Local comercial,CRC,340.51,601300.05,174.62,311900.13,3796328.86,263009000,PER-001
AV-2024-001855,4-351521,Leasing,2024-10-07,2024-10-26,2024-11-01,Heredia,Santo Domingo,Santo Domingo,9.975399,-84.082813,Terreno baldío urbano,CRC,668.18,248832.06,0.0,0.0,3434465.71,169699000,PER-007
AV-2024-001856,7-931910,Actualización de garantía,2024-07-23,2024-07-24,2024-08-01,Limón,Limón,Limón,10.012152,-83.018924,Casa de habitación,CRC,1000.9,644008.37,206.16,722396.85,1909260.85,795427000,PER-001
AV-2026-001857,3-117810,Leasing,2026-01-26,2026-02-03,2026-02-07,Cartago,La Unión,Tres Ríos,9.919455,-83.972135,Casa de habitación,USD,1017.77,211.27,304.61,922.66,8818.23,504894,PER-001
AV-2024-001858,4-929619,Garantía hipotecaria,2023-06-14,2023-06-18,2023-06-25,Heredia,Santo Domingo,Santo Domingo,9.965649,-84.090806,Casa de habitación,CRC,503.16,560534.12,137.86,688705.75,6337400.21,383321000,PER-004
AV-2024-001859,6-272125,Leasing,2024-09-27,2024-09-28,2024-10-02,Puntarenas,Garabito,Jacó,9.626349,-84.586612,Terreno baldío urbano,CRC,484.05,123236.46,0.0,0.0,0.0,59653000,PER-005
AV-2025-001860,5-776025,Garantía hipotecaria,2025-08-07,2025-08-22,2025-08-24,Guanacaste,Carrillo,Sardinal,10.492189,-85.664891,Casa de habitación,CRC,368.89,505366.3,143.19,839798.53,3107730.74,309783000,PER-002
AV-2025-001861,1-330743,Leasing,2022-04-30,2022-05-04,2022-05-07,San José,Pérez Zeledón,San Isidro de El General,9.403399,-83.665017,Casa de habitación,USD,482.33,162.14,308.64,748.57,15166.46,324410,PER-003
AV-2025-001862,2-553247,Garantía hipotecaria,2025-02-17,2025-03-02,2025-03-04,Alajuela,Grecia,Grecia,10.07403,-84.276319,Casa de habitación,CRC,414.64,665749.85,245.37,483402.66,172021.6,394831000,PER-005
AV-2025-001863,4-937453,Seguro,2025-09-20,2025-09-28,2025-10-09,Heredia,San Rafael,San Rafael,10.012947,-84.101522,Local comercial,CRC,626.59,778703.89,237.98,640424.05,5056042.77,645392000,PER-002
AV-2024-001864,5-958169,Actualización de garantía,2024-11-20,2024-12-07,2024-12-17,Guanacaste,Santa Cruz,Tamarindo,10.341189,-85.852598,Casa de habitación,CRC,600.31,720165.44,104.7,317592.61,1565523.48,467140000,PER-009
AV-2025-001865,3-812966,Contable,2025-12-05,2025-12-24,2025-12-25,Cartago,La Unión,Tres Ríos,9.905634,-83.992581,Terreno baldío urbano,CRC,194.82,229097.26,0.0,0.0,0.0,44633000,PER-004
AV-2024-001866,5-582427,Contable,2024-06-24,2024-07-12,2024-07-18,Guanacaste,Carrillo,Sardinal,10.5825,-85.676181,Casa de habitación,CRC,869.75,1030790.5,544.4,734285.06,6701969.04,1302977000,PER-008
