corte,id_credito,id_avaluo,moneda,saldo,fecha_desembolso,estado
2026-03,CR-002234,AV-2024-002235,USD,146315.08,2025-01-19,VIGENTE
2026-04,CR-002234,AV-2024-002235,USD,145480.43,2024-12-24,VIGENTE
2026-03,CR-002235,AV-2025-002236,CRC,248981962.3,2025-11-03,VIGENTE
2026-04,CR-002235,AV-2025-002236,CRC,247923320.85,2025-11-21,VIGENTE
2026-03,CR-002236,AV-2026-002237,CRC,52126402.8,2026-02-28,VIGENTE
2026-04,CR-002236,AV-2026-002237,CRC,51629339.76,2026-02-25,VIGENTE
2026-03,CR-002238,AV-2025-002239,USD,491304.52,2025-10-03,VIGENTE
2026-04,CR-002238,AV-2025-002239,USD,487916.99,2025-09-27,VIGENTE
2026-03,CR-002239,AV-2025-002240,USD,4367190.36,2025-10-11,VIGENTE
2026-04,CR-002239,AV-2025-002240,USD,4321171.91,2025-10-12,VIGENTE
2026-03,CR-002240,AV-2025-002241,CRC,77307870.3,2026-01-05,VIGENTE
2026-04,CR-002240,AV-2025-002241,CRC,76935496.99,2026-01-05,VIGENTE
2026-03,CR-002241,AV-2025-002242,CRC,355563009.9,2025-03-10,VIGENTE
2026-04,CR-002241,AV-2025-002242,CRC,351344418.35,2025-03-07,VIGENTE
2026-03,CR-002242,AV-2024-002243,USD,466668.54,2024-06-29,VIGENTE
2026-04,CR-002242,AV-2024-002243,USD,462868.53,2024-05-09,VIGENTE
2026-03,CR-002243,AV-2025-002244,CRC,49252807.87,2025-09-21,VIGENTE
2026-04,CR-002243,AV-2025-002244,CRC,48770375.73,2025-09-02,VIGENTE
2026-03,CR-002244,AV-2024-002245,USD,107340.58,2024-08-08,VIGENTE
2026-04,CR-002244,AV-2024-002245,USD,106515.47,2024-07-29,VIGENTE
2026-03,CR-002245,AV-2024-002246,USD,906319.25,2024-11-15,VIGENTE
2026-04,CR-002245,AV-2024-002246,USD,901688.42,2024-11-13,VIGENTE
2026-03,CR-002246,AV-2025-002247,CRC,310621568.64,2025-09-01,VIGENTE
2026-04,CR-002246,AV-2025-002247,CRC,307709795.26,2025-10-10,VIGENTE
2026-03,CR-002247,AV-2025-002248,USD,1815616.12,2025-03-21,VIGENTE
2026-04,CR-002247,AV-2025-002248,USD,1809915.53,2025-04-17,VIGENTE
2026-03,CR-002248,AV-2026-002249,USD,262948.87,2026-02-20,VIGENTE
2026-04,CR-002248,AV-2026-002249,USD,261605.96,2026-02-14,VIGENTE
2026-03,CR-002249,AV-2024-002250,USD,6349046.52,2024-08-15,VIGENTE
2026-04,CR-002249,AV-2024-002250,USD,6301215.57,2024-09-16,VIGENTE
2026-03,CR-002251,AV-2024-002252,CRC,165703351.19,2024-12-25,VIGENTE
2026-04,CR-002251,AV-2024-002252,CRC,164099131.46,2025-02-01,VIGENTE
2026-03,CR-002252,AV-2025-002253,CRC,5521083298.56,2025-12-12,VIGENTE
2026-04,CR-002252,AV-2025-002253,CRC,5475404685.88,2025-11-16,VIGENTE
2026-03,CR-002253,AV-2025-002254,CRC,3550657.35,2026-01-04,VIGENTE
2026-04,CR-002253,AV-2025-002254,CRC,3523565.27,2025-12-20,VIGENTE
2026-03,CR-002254,AV-2025-002255,CRC,21581728981.82,2025-05-14,VIGENTE
2026-04,CR-002254,AV-2025-002255,CRC,21411869539.68,2025-05-15,VIGENTE
2026-03,CR-002255,AV-2025-002256,USD,51289.48,2025-06-30,VIGENTE
2026-04,CR-002255,AV-2025-002256,USD,50738.94,2025-07-11,VIGENTE
2026-03,CR-002256,AV-2026-002257,CRC,527356820.24,2026-03-13,VIGENTE
2026-04,CR-002256,AV-2026-002257,CRC,524934039.28,2026-02-12,VIGENTE
2026-03,CR-002257,AV-2025-002258,USD,345669.29,2026-01-10,VIGENTE
2026-04,CR-002257,AV-2025-002258,USD,343776.25,2026-01-18,VIGENTE
2026-03,CR-002258,AV-2025-002259,CRC,136301618.93,2025-02-21,VIGENTE
2026-04,CR-002258,AV-2025-002259,CRC,134700137.8,2025-02-15,VIGENTE
2026-03,CR-002259,AV-2025-002260,CRC,149237413.11,2025-08-30,VIGENTE
2026-04,CR-002259,AV-2025-002260,CRC,147755469.55,2025-07-26,VIGENTE
2026-03,CR-002260,AV-2025-002261,CRC,530637156.06,2025-07-31,VIGENTE
2026-04,CR-002260,AV-2025-002261,CRC,0.0,2025-08-10,CANCELADO
2026-03,CR-002261,AV-2024-002262,CRC,1410307713.57,2024-12-05,VIGENTE
2026-04,CR-002261,AV-2024-002262,CRC,1395999973.9,2024-12-10,VIGENTE
2026-03,CR-002263,AV-2024-002264,USD,179044.37,2024-10-13,VIGENTE
2026-04,CR-002263,AV-2024-002264,USD,177145.43,2024-09-05,VIGENTE
2026-03,CR-002264,AV-2025-002265,CRC,294749254.78,2025-07-27,VIGENTE
2026-04,CR-002264,AV-2025-002265,CRC,293385936.71,2025-08-16,VIGENTE
2026-03,CR-002265,AV-2024-002266,USD,304862.04,2024-12-08,VIGENTE
2026-04,CR-002265,AV-2024-002266,USD,303624.81,2025-01-02,VIGENTE
2026-03,CR-002266,AV-2025-002267,CRC,555432789.34,2025-11-07,VIGENTE
2026-04,CR-002266,AV-2025-002267,CRC,551973276.43,2025-11-09,VIGENTE
2026-03,CR-002267,AV-2026-002268,USD,772338.03,2026-04-04,VIGENTE
2026-04,CR-002267,AV-2026-002268,USD,769129.77,2026-03-20,VIGENTE
2026-03,CR-002268,AV-2025-002269,USD,617221.07,2025-02-19,VIGENTE
2026-04,CR-002268,AV-2025-002269,USD,612300.48,2025-02-26,VIGENTE
2026-03,CR-002269,AV-2024-002270,CRC,123696700.51,2024-05-31,VIGENTE
2026-04,CR-002269,AV-2024-002270,CRC,123090711.31,2024-06-28,VIGENTE
2026-03,CR-002271,AV-2025-002272,CRC,201996932.21,2025-12-20,VIGENTE
2026-04,CR-002271,AV-2025-002272,CRC,199762974.4,2025-12-28,VIGENTE
2026-03,CR-002272,AV-2024-002273,CRC,221503917.54,2024-12-15,VIGENTE
2026-04,CR-002272,AV-2024-002273,CRC,220519109.74,2025-01-08,VIGENTE
2026-03,CR-002273,AV-2025-002274,USD,233133.42,2025-07-25,VIGENTE
2026-04,CR-002273,AV-2025-002274,USD,232430.76,2025-07-11,VIGENTE
2026-03,CR-002274,AV-2025-002275,CRC,982032112.14,2025-08-24,VIGENTE
2026-04,CR-002274,AV-2025-002275,CRC,971791142.31,2025-09-13,VIGENTE
2026-03,CR-002275,AV-2025-002276,CRC,37373427.37,2026-01-11,VIGENTE
2026-04,CR-002275,AV-2025-002276,CRC,36961485.87,2026-01-01,VIGENTE
2026-03,CR-002276,AV-2026-002277,USD,572713.75,2026-03-17,VIGENTE
2026-04,CR-002276,AV-2026-002277,USD,568242.16,2026-03-25,VIGENTE
2026-03,CR-002277,AV-2025-002278,CRC,71962418.69,2026-01-13,VIGENTE
2026-04,CR-002277,AV-2025-002278,CRC,71525586.32,2026-01-09,VIGENTE
2026-03,CR-002278,AV-2025-002279,USD,821875.3,2025-04-25,VIGENTE
2026-04,CR-002278,AV-2025-002279,USD,818239.35,2025-05-09,VIGENTE
2026-03,CR-002280,AV-2025-002281,CRC,191667524.92,2025-07-25,VIGENTE
2026-04,CR-002280,AV-2025-002281,CRC,190283753.62,2025-07-06,VIGENTE
2026-03,CR-002281,AV-2025-002282,CRC,323554801.11,2025-09-22,VIGENTE
2026-04,CR-002281,AV-2025-002282,CRC,320876419.7,2025-08-29,VIGENTE
2026-03,CR-002282,AV-2026-002283,USD,141207.34,2026-01-29,VIGENTE
2026-04,CR-002282,AV-2026-002283,USD,140764.04,2026-02-20,VIGENTE
2026-03,CR-002283,AV-2024-002284,USD,368335.74,2024-07-26,VIGENTE
2026-04,CR-002283,AV-2024-002284,USD,365335.83,2024-08-03,VIGENTE
2026-03,CR-002284,AV-2025-002285,CRC,236774401.26,2025-08-22,VIGENTE
2026-04,CR-002284,AV-2025-002285,CRC,235488147.34,2025-07-09,VIGENTE
2026-03,CR-002285,AV-2025-002286,CRC,105084970.96,2025-09-18,VIGENTE
2026-04,CR-002285,AV-2025-002286,CRC,103951359.2,2025-09-11,VIGENTE
2026-03,CR-002286,AV-2025-002287,USD,1533376.4,2025-05-08,VIGENTE
2026-04,CR-002286,AV-2025-002287,USD,1527617.92,2025-05-02,VIGENTE
2026-03,CR-002287,AV-2025-002288,USD,264042.84,2025-11-26,VIGENTE
2026-04,CR-002287,AV-2025-002288,USD,263171.16,2025-12-22,VIGENTE
2026-03,CR-002288,AV-2025-002289,CRC,282723257.63,2025-05-10,VIGENTE
2026-04,CR-002288,AV-2025-002289,CRC,280420977.67,2025-04-25,VIGENTE
2026-03,CR-002289,AV-2025-002290,CRC,176419863.43,2025-09-29,VIGENTE
2026-04,CR-002289,AV-2025-002290,CRC,174417168.68,2025-11-20,VIGENTE
2026-03,CR-002290,AV-2025-002291,CRC,756362317.47,2025-11-09,VIGENTE
2026-04,CR-002290,AV-2025-002291,CRC,748283165.83,2025-11-07,VIGENTE
2026-03,CR-002291,AV-2025-002292,CRC,111441033.22,2025-05-15,VIGENTE
2026-04,CR-002291,AV-2025-002292,CRC,110286017.49,2025-05-29,VIGENTE
2026-03,CR-002292,AV-2025-002293,USD,356300.74,2025-12-17,VIGENTE
2026-04,CR-002292,AV-2025-002293,USD,352658.49,2025-10-30,VIGENTE
2026-03,CR-002293,AV-2025-002294,USD,101814.82,2025-07-14,VIGENTE
2026-04,CR-002293,AV-2025-002294,USD,100713.23,2025-07-23,VIGENTE
2026-03,CR-002294,AV-2026-002295,USD,206402.25,2026-03-08,VIGENTE
2026-04,CR-002294,AV-2026-002295,USD,0.0,2026-04-05,CANCELADO
2026-03,CR-002295,AV-2026-002296,CRC,11410179455.3,2026-03-14,VIGENTE
2026-04,CR-002295,AV-2026-002296,CRC,11355578792.49,2026-02-08,VIGENTE
2026-03,CR-002296,AV-2025-002297,CRC,182537844.65,2025-09-16,VIGENTE
2026-04,CR-002296,AV-2025-002297,CRC,181239125.19,2025-10-24,VIGENTE
2026-03,CR-002297,AV-2025-002298,CRC,171083839.48,2025-03-19,VIGENTE
2026-04,CR-002297,AV-2025-002298,CRC,170455409.66,2025-04-06,VIGENTE
2026-03,CR-002298,AV-2024-002299,CRC,3371528162.73,2024-08-22,VIGENTE
2026-04,CR-002298,AV-2024-002299,CRC,3350253637.47,2024-08-25,VIGENTE
2026-03,CR-002299,AV-2025-002300,CRC,344806337.23,2025-11-26,VIGENTE
2026-04,CR-002299,AV-2025-002300,CRC,343227883.2,2025-11-20,VIGENTE
2026-03,CR-002300,AV-2024-002301,CRC,203419485.94,2024-12-19,VIGENTE
2026-04,CR-002300,AV-2024-002301,CRC,201185424.22,2025-01-11,VIGENTE
2026-03,CR-002301,AV-2025-002302,CRC,468641578.07,2026-01-09,VIGENTE
2026-04,CR-002301,AV-2025-002302,CRC,466020105.56,2026-01-30,VIGENTE
2026-03,CR-002303,AV-2024-002304,CRC,45996718.26,2024-10-07,VIGENTE
2026-04,CR-002303,AV-2024-002304,CRC,45630105.57,2024-10-07,VIGENTE
2026-03,CR-002304,AV-2024-002305,CRC,260849042.16,2024-11-20,VIGENTE
2026-04,CR-002304,AV-2024-002305,CRC,259183139.11,2024-12-05,VIGENTE
2026-03,CR-002305,AV-2025-002306,CRC,1242946209.02,2025-07-11,VIGENTE
2026-04,CR-002305,AV-2025-002306,CRC,1237345194.29,2025-07-17,VIGENTE
2026-03,CR-002306,AV-2025-002307,USD,4230899.5,2025-11-05,VIGENTE
2026-04,CR-002306,AV-2025-002307,USD,4196005.93,2025-11-24,VIGENTE
2026-03,CR-002307,AV-2026-002308,CRC,160048519.37,2026-02-18,VIGENTE
2026-04,CR-002307,AV-2026-002308,CRC,0.0,2026-04-01,CANCELADO
2026-03,CR-002308,AV-2025-002309,CRC,495855483.74,2025-12-27,VIGENTE
2026-04,CR-002308,AV-2025-002309,CRC,491621934.78,2025-12-30,VIGENTE
2026-03,CR-002309,AV-2025-002310,CRC,786742346.27,2025-12-26,VIGENTE
2026-04,CR-002309,AV-2025-002310,CRC,784375905.91,2026-02-10,VIGENTE
2026-03,CR-002310,AV-2025-002311,CRC,209152540.43,2025-12-18,VIGENTE
2026-04,CR-002310,AV-2025-002311,CRC,206978626.14,2025-12-01,VIGENTE
2026-03,CR-002312,AV-2025-002313,CRC,92030571.04,2025-08-06,VIGENTE
2026-04,CR-002312,AV-2025-002313,CRC,90969589.1,2025-07-25,VIGENTE
2026-03,CR-002313,AV-2024-002314,USD,196722.72,2024-09-16,VIGENTE
2026-04,CR-002313,AV-2024-002314,USD,195668.4,2024-10-07,VIGENTE
2026-03,CR-002314,AV-2025-002315,USD,4029293.78,2025-09-24,VIGENTE
2026-04,CR-002314,AV-2025-002315,USD,4007243.93,2025-09-04,VIGENTE
2026-03,CR-002315,AV-2026-002316,USD,131402.19,2026-02-01,VIGENTE
2026-04,CR-002315,AV-2026-002316,USD,130787.81,2026-02-21,VIGENTE
2026-03,CR-002316,AV-2025-002317,CRC,56468471.45,2025-06-30,VIGENTE
2026-04,CR-002316,AV-2025-002317,CRC,56162623.21,2025-07-12,VIGENTE
2026-03,CR-002317,AV-2025-002318,USD,195302.86,2025-03-14,VIGENTE
2026-04,CR-002317,AV-2025-002318,USD,193580.78,2025-02-12,VIGENTE
2026-03,CR-002318,AV-2025-002319,CRC,448743541.8,2025-10-27,VIGENTE
2026-04,CR-002318,AV-2025-002319,CRC,443641812.57,2025-09-24,VIGENTE
2026-03,CR-002319,AV-2025-002320,USD,492358.62,2025-05-11,VIGENTE
2026-04,CR-002319,AV-2025-002320,USD,489979.45,2025-05-02,VIGENTE
2026-03,CR-002320,AV-2024-002321,CRC,416910008.12,2024-10-09,VIGENTE
2026-04,CR-002320,AV-2024-002321,CRC,0.0,2024-09-23,CANCELADO
2026-03,CR-002321,AV-2025-002322,CRC,329024588.44,2025-02-05,VIGENTE
2026-04,CR-002321,AV-2025-002322,CRC,325622117.39,2025-02-10,VIGENTE
2026-03,CR-002322,AV-2025-002323,CRC,1659790636.76,2025-08-23,VIGENTE
2026-04,CR-002322,AV-2025-002323,CRC,1652326554.37,2025-07-22,VIGENTE
2026-03,CR-002324,AV-2025-002325,CRC,99412881.95,2025-03-20,VIGENTE
2026-04,CR-002324,AV-2025-002325,CRC,98548379.79,2025-02-05,VIGENTE
2026-03,CR-002325,AV-2026-002326,USD,323921.99,2026-02-24,VIGENTE
2026-04,CR-002325,AV-2026-002326,USD,322831.31,2026-04-01,VIGENTE
2026-03,CR-002328,AV-2025-002329,CRC,12526061294.93,2025-07-23,VIGENTE
2026-04,CR-002328,AV-2025-002329,CRC,12378357255.06,2025-06-24,VIGENTE
2026-03,CR-002329,AV-2025-002330,CRC,1288364929.93,2025-04-30,VIGENTE
2026-04,CR-002329,AV-2025-002330,CRC,1277169590.02,2025-04-06,VIGENTE
2026-03,CR-002330,AV-2024-002331,CRC,686250916.01,2024-06-14,VIGENTE
2026-04,CR-002330,AV-2024-002331,CRC,680397408.45,2024-06-11,VIGENTE
2026-03,CR-002331,AV-2024-002332,CRC,1067782954.99,2024-07-29,VIGENTE
2026-04,CR-002331,AV-2024-002332,CRC,1060688938.79,2024-08-04,VIGENTE
2026-03,CR-002332,AV-2025-002333,CRC,410586973.04,2025-04-05,VIGENTE
2026-04,CR-002332,AV-2025-002333,CRC,405905964.21,2025-04-02,VIGENTE
2026-03,CR-002333,AV-2025-002334,CRC,82598293.28,2025-12-17,VIGENTE
2026-04,CR-002333,AV-2025-002334,CRC,0.0,2025-12-16,CANCELADO
2026-03,CR-002335,AV-2025-002336,CRC,79186432.31,2025-07-20,VIGENTE
2026-04,CR-002335,AV-2025-002336,CRC,78417423.52,2025-06-30,VIGENTE
2026-03,CR-002336,AV-2024-002337,USD,866930.36,2024-06-28,VIGENTE
2026-04,CR-002336,AV-2024-002337,USD,861859.22,2024-06-22,VIGENTE
2026-03,CR-002337,AV-2026-002338,USD,497030.78,2026-04-25,VIGENTE
2026-04,CR-002337,AV-2026-002338,USD,494564.65,2026-03-13,VIGENTE
2026-03,CR-002338,AV-2025-002339,USD,11385760.13,2025-03-26,VIGENTE
2026-04,CR-002338,AV-2025-002339,USD,11328694.79,2025-03-14,VIGENTE
2026-03,CR-002340,AV-2025-002341,CRC,24418294.22,2025-12-17,VIGENTE
2026-04,CR-002340,AV-2025-002341,CRC,24153921.21,2025-12-07,VIGENTE
2026-03,CR-002342,AV-2026-002343,USD,12476264.02,2026-04-11,VIGENTE
2026-04,CR-002342,AV-2026-002343,USD,12369938.76,2026-02-20,VIGENTE
2026-03,CR-002343,AV-2025-002344,CRC,328760968.18,2025-05-23,VIGENTE
2026-04,CR-002343,AV-2025-002344,CRC,327545655.79,2025-04-24,VIGENTE
2026-03,CR-002344,AV-2025-002345,CRC,136312982.7,2025-05-24,VIGENTE
2026-04,CR-002344,AV-2025-002345,CRC,135640562.86,2025-05-24,VIGENTE
2026-03,CR-002345,AV-2025-002346,CRC,14147190975.88,2025-10-07,VIGENTE
2026-04,CR-002345,AV-2025-002346,CRC,14024341382.34,2025-10-24,VIGENTE
2026-03,CR-002346,AV-2024-002347,CRC,417976824.17,2024-11-06,VIGENTE
2026-04,CR-002346,AV-2024-002347,CRC,416055326.18,2024-11-04,VIGENTE
2026-03,CR-002347,AV-2025-002348,CRC,1672852365.97,2025-06-15,VIGENTE
2026-04,CR-002347,AV-2025-002348,CRC,1660399574.43,2025-05-29,VIGENTE
2026-03,CR-002349,AV-2024-002350,CRC,332452179.98,2024-12-22,VIGENTE
2026-04,CR-002349,AV-2024-002350,CRC,329972831.06,2024-12-14,VIGENTE
2026-03,CR-002350,AV-2025-002351,CRC,631248187.51,2025-06-08,VIGENTE
2026-04,CR-002350,AV-2025-002351,CRC,628546849.02,2025-05-01,VIGENTE
2026-03,CR-002352,AV-2025-002353,USD,1501177.63,2025-04-25,VIGENTE
2026-04,CR-002352,AV-2025-002353,USD,1493639.12,2025-04-12,VIGENTE
2026-03,CR-002353,AV-2025-002354,CRC,168081257.52,2025-12-30,VIGENTE
2026-04,CR-002353,AV-2025-002354,CRC,167444245.01,2026-01-30,VIGENTE
2026-03,CR-002354,AV-2025-002355,USD,403090.6,2025-02-17,VIGENTE
2026-04,CR-002354,AV-2025-002355,USD,400938.75,2025-02-21,VIGENTE
2026-03,CR-002355,AV-2025-002356,CRC,268672779.72,2025-05-29,VIGENTE
2026-04,CR-002355,AV-2025-002356,CRC,267060571.09,2025-05-11,VIGENTE
2026-03,CR-002359,AV-2024-002360,CRC,1323907236.8,2025-01-17,VIGENTE
2026-04,CR-002359,AV-2024-002360,CRC,1308866761.79,2025-01-30,VIGENTE
2026-03,CR-002360,AV-2025-002361,USD,3326165.81,2025-09-25,VIGENTE
2026-04,CR-002360,AV-2025-002361,USD,3303233.59,2025-11-11,VIGENTE
2026-03,CR-002361,AV-2024-002362,CRC,65225397.9,2024-11-23,VIGENTE
2026-04,CR-002361,AV-2024-002362,CRC,64918248.71,2024-11-09,VIGENTE
2026-03,CR-002362,AV-2025-002363,USD,11332748.64,2025-06-06,VIGENTE
2026-04,CR-002362,AV-2025-002363,USD,11210568.58,2025-05-29,VIGENTE
2026-03,CR-002363,AV-2025-002364,CRC,4283879.53,2025-05-06,VIGENTE
2026-04,CR-002363,AV-2025-002364,CRC,4262537.16,2025-04-27,VIGENTE
2026-03,CR-002364,AV-2025-002365,USD,129821.36,2025-08-16,VIGENTE
2026-04,CR-002364,AV-2025-002365,USD,128894.88,2025-09-06,VIGENTE
2026-03,CR-002365,AV-2024-002366,CRC,77447769.43,2025-01-04,VIGENTE
2026-04,CR-002365,AV-2024-002366,CRC,0.0,2025-01-11,CANCELADO
2026-03,CR-002366,AV-2026-002367,CRC,352746027.84,2026-03-28,VIGENTE
2026-04,CR-002366,AV-2026-002367,CRC,351565149.44,2026-04-15,VIGENTE
2026-03,CR-002367,AV-2025-002368,USD,276848.77,2026-01-22,VIGENTE
2026-04,CR-002367,AV-2025-002368,USD,0.0,2026-02-21,CANCELADO
2026-03,CR-002369,AV-2025-002370,CRC,289713763.13,2025-07-31,VIGENTE
2026-04,CR-002369,AV-2025-002370,CRC,286511122.09,2025-08-31,VIGENTE
2026-03,CR-002370,AV-2026-002371,USD,390174.12,2026-01-26,VIGENTE
2026-04,CR-002370,AV-2026-002371,USD,385752.54,2026-02-11,VIGENTE
2026-03,CR-002371,AV-2025-002372,CRC,659622233.87,2025-10-16,VIGENTE
2026-04,CR-002371,AV-2025-002372,CRC,653485747.03,2025-10-24,VIGENTE
2026-03,CR-002373,AV-2025-002374,CRC,1447312347.36,2025-12-29,VIGENTE
2026-04,CR-002373,AV-2025-002374,CRC,1431247676.74,2025-11-17,VIGENTE
2026-03,CR-002374,AV-2025-002375,CRC,98438926.16,2025-02-20,VIGENTE
2026-04,CR-002374,AV-2025-002375,CRC,97701646.36,2025-02-12,VIGENTE
2026-03,CR-002375,AV-2025-002376,CRC,224440675.95,2025-08-29,VIGENTE
2026-04,CR-002375,AV-2025-002376,CRC,223543227.09,2025-09-11,VIGENTE
2026-03,CR-002376,AV-2025-002377,USD,386159.89,2025-02-07,VIGENTE
2026-04,CR-002376,AV-2025-002377,USD,383898.65,2025-02-23,VIGENTE
2026-03,CR-002377,AV-2025-002378,CRC,473834752.96,2025-08-13,VIGENTE
2026-04,CR-002377,AV-2025-002378,CRC,471027821.68,2025-07-31,VIGENTE
2026-03,CR-002379,AV-2025-002380,CRC,498523580.84,2025-12-31,VIGENTE
2026-04,CR-002379,AV-2025-002380,CRC,493882976.0,2026-01-17,VIGENTE
2026-03,CR-002380,AV-2025-002381,CRC,99277514.03,2026-01-05,VIGENTE
2026-04,CR-002380,AV-2025-002381,CRC,98127079.1,2025-12-10,VIGENTE
2026-03,CR-002381,AV-2025-002382,CRC,207622267.25,2025-06-21,VIGENTE
2026-04,CR-002381,AV-2025-002382,CRC,205693691.48,2025-07-12,VIGENTE
2026-03,CR-002382,AV-2024-002383,USD,329262.67,2025-01-15,VIGENTE
2026-04,CR-002382,AV-2024-002383,USD,326748.68,2024-12-03,VIGENTE
2026-03,CR-002383,AV-2024-002384,CRC,769415428.8,2024-11-16,VIGENTE
2026-04,CR-002383,AV-2024-002384,CRC,765644699.24,2024-12-03,VIGENTE
2026-03,CR-002384,AV-2025-002385,USD,113251.71,2025-09-23,VIGENTE
2026-04,CR-002384,AV-2025-002385,USD,112599.42,2025-10-30,VIGENTE
2026-03,CR-002385,AV-2025-002386,USD,2056412.69,2025-09-03,VIGENTE
2026-04,CR-002385,AV-2025-002386,USD,2042906.19,2025-08-08,VIGENTE
2026-03,CR-002387,AV-2024-002388,CRC,5068788459.45,2024-12-12,VIGENTE
2026-04,CR-002387,AV-2024-002388,CRC,5039318584.58,2025-01-10,VIGENTE
2026-03,CR-002390,AV-2025-002391,CRC,172774635.58,2025-11-09,VIGENTE
2026-04,CR-002390,AV-2025-002391,CRC,171266845.59,2025-11-13,VIGENTE
2026-03,CR-002391,AV-2025-002392,USD,261074.09,2025-11-09,VIGENTE
2026-04,CR-002391,AV-2025-002392,USD,258332.93,2025-11-28,VIGENTE
2026-03,CR-002392,AV-2025-002393,USD,1044239.52,2025-03-02,VIGENTE
2026-04,CR-002392,AV-2025-002393,USD,1040557.46,2025-03-05,VIGENTE
2026-03,CR-002393,AV-2025-002394,CRC,713838366.49,2025-05-26,VIGENTE
2026-04,CR-002393,AV-2025-002394,CRC,710519233.31,2025-05-15,VIGENTE
2026-03,CR-002394,AV-2024-002395,CRC,5837711703.93,2024-12-26,VIGENTE
2026-04,CR-002394,AV-2024-002395,CRC,5809181755.28,2024-12-21,VIGENTE
2026-03,CR-002395,AV-2025-002396,USD,367756.66,2025-09-28,VIGENTE
2026-04,CR-002395,AV-2025-002396,USD,364654.28,2025-08-30,VIGENTE
2026-03,CR-002396,AV-2025-002397,CRC,154612239.96,2025-06-16,VIGENTE
2026-04,CR-002396,AV-2025-002397,CRC,152876121.82,2025-06-07,VIGENTE
2026-03,CR-002397,AV-2025-002398,USD,789404.49,2025-03-21,VIGENTE
2026-04,CR-002397,AV-2025-002398,USD,781652.66,2025-04-18,VIGENTE
2026-03,CR-002398,AV-2025-002399,CRC,482838568.08,2026-01-06,VIGENTE
2026-04,CR-002398,AV-2025-002399,CRC,478028295.62,2026-01-03,VIGENTE
2026-03,CR-002399,AV-2025-002400,CRC,664551165.11,2025-09-13,VIGENTE
2026-04,CR-002399,AV-2025-002400,CRC,660661512.88,2025-08-28,VIGENTE
2026-03,CR-002400,AV-2026-002401,USD,133225.26,2026-02-04,VIGENTE
2026-04,CR-002400,AV-2026-002401,USD,132050.01,2026-03-26,VIGENTE
2026-03,CR-002401,AV-2025-002402,CRC,94197653.09,2026-02-18,VIGENTE
2026-04,CR-002401,AV-2025-002402,CRC,93351272.67,2026-02-06,VIGENTE
2026-03,CR-002402,AV-2025-002403,CRC,248559883.63,2025-10-10,VIGENTE
2026-04,CR-002402,AV-2025-002403,CRC,246517628.26,2025-11-08,VIGENTE
2026-03,CR-002403,AV-2024-002404,CRC,366687995.06,2024-09-09,VIGENTE
2026-04,CR-002403,AV-2024-002404,CRC,364973941.61,2024-07-26,VIGENTE
2026-03,CR-002404,AV-2025-002405,CRC,160172782.59,2025-08-01,VIGENTE
2026-04,CR-002404,AV-2025-002405,CRC,158723410.29,2025-07-09,VIGENTE
2026-03,CR-002405,AV-2025-002406,CRC,231025273.05,2026-02-19,VIGENTE
2026-04,CR-002405,AV-2025-002406,CRC,228715955.0,2026-02-15,VIGENTE
2026-03,CR-002406,AV-2024-002407,CRC,538231020.9,2024-06-06,VIGENTE
2026-04,CR-002406,AV-2024-002407,CRC,536563947.25,2024-06-17,VIGENTE
2026-03,CR-002407,AV-2025-002408,CRC,1775137336.53,2026-01-29,VIGENTE
2026-04,CR-002407,AV-2025-002408,CRC,1763449184.97,2026-02-09,VIGENTE
2026-03,CR-002408,AV-2025-002409,CRC,283676642.11,2026-02-09,VIGENTE
2026-04,CR-002408,AV-2025-002409,CRC,281830770.67,2026-02-19,VIGENTE
2026-03,CR-002409,AV-2025-002410,CRC,360479950.07,2026-01-05,VIGENTE
2026-04,CR-002409,AV-2025-002410,CRC,357708759.06,2025-12-21,VIGENTE
2026-03,CR-002411,AV-2026-002412,USD,7847722.97,2026-03-19,VIGENTE
2026-04,CR-002411,AV-2026-002412,USD,7759689.16,2026-04-03,VIGENTE
2026-03,CR-002412,AV-2025-002413,USD,774938.02,2025-05-07,VIGENTE
2026-04,CR-002412,AV-2025-002413,USD,768243.37,2025-05-07,VIGENTE
2026-03,CR-002413,AV-2025-002414,USD,120635.06,2025-10-17,VIGENTE
2026-04,CR-002413,AV-2025-002414,USD,119846.16,2025-10-27,VIGENTE
2026-03,CR-002414,AV-2025-002415,CRC,209537826.52,2025-10-11,VIGENTE
2026-04,CR-002414,AV-2025-002415,CRC,207949175.39,2025-10-23,VIGENTE
2026-03,CR-002415,AV-2025-002416,CRC,334704480.81,2025-04-08,VIGENTE
2026-04,CR-002415,AV-2025-002416,CRC,332337497.32,2025-05-03,VIGENTE
2026-03,CR-002416,AV-2025-002417,CRC,45465798.98,2025-03-10,VIGENTE
2026-04,CR-002416,AV-2025-002417,CRC,44947683.02,2025-02-18,VIGENTE
2026-03,CR-002417,AV-2025-002418,CRC,111752725.08,2025-08-31,VIGENTE
2026-04,CR-002417,AV-2025-002418,CRC,111320759.1,2025-07-19,VIGENTE
2026-03,CR-002418,AV-2025-002419,CRC,121650285.48,2025-03-23,VIGENTE
2026-04,CR-002418,AV-2025-002419,CRC,120819013.74,2025-03-26,VIGENTE
2026-03,CR-002419,AV-2025-002420,CRC,260403656.01,2026-01-05,VIGENTE
