id_avaluo,moneda,incumplia_marzo,incumple_abril,saldo_marzo,saldo_abril,avaluos_marzo,avaluos_abril,categoria
AV-2025-001999,USD,0,0,,,1,1,CUMPLE
AV-2025-002000,CRC,0,0,1474339273.13,1467067789.92,1,1,CUMPLE
AV-2025-002003,CRC,0,0,390327470.50,387450504.98,1,1,CUMPLE
AV-2025-002005,CRC,0,0,751000655.92,747508661.62,1,1,CUMPLE
AV-2025-002008,CRC,1,1,12369649751.64,12319493773.78,1,1,PERSISTENTE
AV-2025-002009,USD,0,0,141210.54,140785.90,1,1,CUMPLE
AV-2025-002011,USD,1,0,4496635.21,4456432.16,1,1,CORREGIDO
AV-2025-002012,CRC,0,0,62484445.71,61782448.87,1,1,CUMPLE
AV-2025-002016,CRC,0,0,88799762.09,87750169.11,1,1,CUMPLE
AV-2025-002021,CRC,1,0,357018250.17,352918923.43,1,1,CORREGIDO
AV-2025-002023,USD,0,0,1884697.79,1870558.94,1,1,CUMPLE
AV-2025-002024,CRC,0,0,56385520.95,55871443.71,1,1,CUMPLE
AV-2025-002025,CRC,1,1,101265832.65,100126968.93,1,1,PERSISTENTE
AV-2025-002026,USD,0,0,2696030.91,2684058.33,1,1,CUMPLE
AV-2025-002027,USD,0,0,134919.37,134299.84,1,1,CUMPLE
AV-2025-002030,CRC,0,0,33752102.07,33488858.24,1,1,CUMPLE
AV-2025-002031,CRC,1,0,966742514.47,958699240.58,1,1,CORREGIDO
AV-2025-002035,CRC,0,0,79383661.98,78768171.02,1,1,CUMPLE
AV-2025-002036,CRC,0,0,425124959.25,420846699.83,1,1,CUMPLE
AV-2025-002037,CRC,0,0,,,1,1,CUMPLE
AV-2025-002038,USD,0,0,,,1,1,CUMPLE
AV-2025-002042,CRC,0,0,341816322.30,339090897.77,1,1,CUMPLE
AV-2025-002043,USD,0,0,311140.24,309810.05,1,1,CUMPLE
AV-2025-002044,USD,1,1,3817426.38,3788822.19,1,1,PERSISTENTE
AV-2025-002045,USD,1,0,75513.87,74795.52,1,1,CORREGIDO
AV-2025-002046,USD,1,1,395165.56,390704.67,1,1,PERSISTENTE
AV-2025-002048,CRC,1,0,284128145.27,283150496.97,1,1,CORREGIDO
AV-2025-002049,USD,0,0,263073.00,261216.94,1,1,CUMPLE
AV-2025-002051,CRC,0,0,6660794704.23,6604317440.56,1,1,CUMPLE
AV-2025-002053,USD,1,0,897358.00,891106.89,1,1,CORREGIDO
AV-2025-002054,CRC,0,0,816860534.66,811788214.58,1,1,CUMPLE
AV-2025-002056,CRC,0,0,417334852.32,413436882.98,1,1,CUMPLE
AV-2025-002057,USD,1,0,942439.07,937551.42,1,1,CORREGIDO
AV-2025-002058,CRC,0,0,407358401.87,405614067.90,1,1,CUMPLE
AV-2025-002059,CRC,0,0,1583587852.50,1576131709.73,1,1,CUMPLE
AV-2025-002060,CRC,1,,340895935.54,,1,0,SALIO
AV-2025-002061,CRC,0,0,117044153.42,116459107.98,1,1,CUMPLE
AV-2025-002065,CRC,0,0,160370810.66,159603318.99,1,1,CUMPLE
AV-2025-002066,CRC,1,1,81093666.86,80737517.24,1,1,PERSISTENTE
AV-2025-002067,CRC,0,0,609039308.36,604434457.83,1,1,CUMPLE
AV-2025-002069,USD,0,0,67956.49,67277.70,1,1,CUMPLE
AV-2025-002071,CRC,0,0,514139989.46,509696195.03,1,1,CUMPLE
AV-2025-002072,USD,0,0,371205.94,369552.00,1,1,CUMPLE
AV-2025-002075,CRC,0,0,,,1,1,CUMPLE
AV-2025-002076,CRC,0,0,142640500.42,141547830.26,1,1,CUMPLE
AV-2025-002077,USD,0,0,,,1,1,CUMPLE
AV-2025-002080,CRC,0,0,60076293.89,59553688.92,1,1,CUMPLE
AV-2025-002081,CRC,0,0,193877349.91,193246734.76,1,1,CUMPLE
AV-2025-002083,USD,0,0,40379.35,40154.62,1,1,CUMPLE
AV-2025-002084,CRC,0,0,,,1,1,CUMPLE
AV-2025-002085,USD,1,0,179573.46,177481.40,1,1,CORREGIDO
AV-2025-002088,CRC,0,0,358595935.21,355903049.48,1,1,CUMPLE
AV-2025-002089,USD,0,0,2094672.64,2072940.91,1,1,CUMPLE
AV-2025-002092,CRC,1,1,241684069.47,240151190.44,1,1,PERSISTENTE
AV-2025-002093,CRC,0,,549035933.51,,1,0,SALIO_CUMPLIENDO
AV-2025-002095,USD,0,,336864.67,,1,0,SALIO_CUMPLIENDO
AV-2025-002096,CRC,0,0,118696095.06,117704357.15,1,1,CUMPLE
AV-2025-002098,USD,0,1,572023.44,566193.58,1,1,NUEVO
AV-2025-002099,CRC,0,0,127982819.46,127106783.61,1,1,CUMPLE
AV-2025-002100,USD,0,0,77686.11,77117.43,1,1,CUMPLE
AV-2025-002101,USD,0,0,177059.22,175725.54,1,1,CUMPLE
AV-2025-002102,CRC,0,0,90729291.91,90452782.04,1,1,CUMPLE
AV-2025-002103,USD,1,1,,,1,1,PERSISTENTE
AV-2025-002105,CRC,0,0,,,1,1,CUMPLE
AV-2025-002106,CRC,0,0,315883879.21,314456595.09,1,1,CUMPLE
AV-2025-002109,CRC,1,1,314325530.44,310848447.00,1,1,PERSISTENTE
AV-2025-002110,USD,0,0,,,1,1,CUMPLE
AV-2025-002111,USD,0,0,2552023.24,2537854.02,1,1,CUMPLE
AV-2025-002112,CRC,0,0,238575677.73,237162500.87,1,1,CUMPLE
AV-2025-002113,CRC,0,0,104509898.61,104107692.89,1,1,CUMPLE
AV-2025-002117,USD,1,0,262676.64,261410.77,1,1,CORREGIDO
AV-2025-002120,USD,0,0,5352491.78,5297754.85,1,1,CUMPLE
AV-2025-002121,USD,0,0,66519.06,66002.04,1,1,CUMPLE
AV-2025-002122,USD,0,0,250649.75,248769.48,1,1,CUMPLE
AV-2025-002124,CRC,1,0,68446327.39,68090453.26,1,1,CORREGIDO
AV-2025-002126,USD,,0,,50751.92,0,1,ENTRA_CUMPLIENDO
AV-2025-002128,CRC,0,0,55217966.89,54814721.38,1,1,CUMPLE
AV-2025-002129,CRC,0,1,194027830.69,192843222.31,1,1,NUEVO
AV-2025-002130,USD,0,0,438501.09,434410.38,1,1,CUMPLE
AV-2025-002133,CRC,1,1,2227268460.62,2208077675.29,1,1,PERSISTENTE
AV-2025-002135,USD,0,0,87455.27,86842.05,1,1,CUMPLE
AV-2025-002136,USD,0,0,1186382.80,1182160.73,1,1,CUMPLE
AV-2025-002139,CRC,0,0,,,1,1,CUMPLE
AV-2025-002140,CRC,0,0,101810709.22,101236421.43,1,1,CUMPLE
AV-2025-002141,USD,1,,22767331.86,,1,0,SALIO
AV-2025-002143,CRC,0,0,116769398.41,116194844.83,1,1,CUMPLE
AV-2025-002146,USD,1,0,1351880.22,1343009.35,1,1,CORREGIDO
AV-2025-002147,USD,0,0,1330132.32,1316948.39,1,1,CUMPLE
AV-2025-002148,USD,0,0,,,1,1,CUMPLE
AV-2025-002150,CRC,1,0,,,1,1,CORREGIDO
AV-2025-002151,USD,0,0,3709731.28,3673647.91,1,1,CUMPLE
AV-2025-002152,CRC,0,0,75046428.59,74450140.87,1,1,CUMPLE
AV-2025-002153,CRC,1,0,606499553.62,601521683.38,1,1,CORREGIDO
AV-2025-002154,CRC,0,0,380467126.70,378725061.27,1,1,CUMPLE
AV-2025-002156,CRC,1,0,789942939.33,780490968.34,1,1,CORREGIDO
AV-2025-002157,USD,1,0,203943.51,202405.18,1,1,CORREGIDO
AV-2025-002159,CRC,0,0,117860214.34,116659864.32,1,1,CUMPLE
AV-2025-002160,CRC,0,0,201150213.84,200524323.28,1,1,CUMPLE
AV-2025-002161,CRC,0,0,398082381.30,396439601.12,1,1,CUMPLE
AV-2025-002162,USD,1,,312907.44,,1,0,SALIO
AV-2025-002163,CRC,0,0,263711694.91,262033800.87,1,1,CUMPLE
AV-2025-002164,USD,0,0,2641255.96,2632574.42,1,1,CUMPLE
AV-2025-002165,CRC,1,0,449179983.82,446399975.20,1,1,CORREGIDO
AV-2025-002166,CRC,0,0,,,1,1,CUMPLE
AV-2025-002167,CRC,1,0,51175486.03,50798405.35,1,1,CORREGIDO
AV-2025-002170,CRC,0,0,,,1,1,CUMPLE
AV-2025-002171,USD,1,1,235947.89,234878.69,1,1,PERSISTENTE
AV-2025-002173,CRC,0,0,11800886065.64,11683175618.12,1,1,CUMPLE
AV-2025-002176,CRC,1,0,2509943833.53,2497609545.69,1,1,CORREGIDO
AV-2025-002177,CRC,1,1,15381893.49,15201698.40,1,1,PERSISTENTE
AV-2025-002178,USD,1,0,47753.50,47291.55,1,1,CORREGIDO
AV-2025-002180,CRC,0,,,,1,0,SALIO_CUMPLIENDO
AV-2025-002183,CRC,0,0,17210934.05,17096387.71,1,1,CUMPLE
AV-2025-002184,CRC,0,0,1611778346.84,1601815369.05,1,1,CUMPLE
AV-2025-002185,CRC,1,1,13330134084.98,13203620061.04,1,1,PERSISTENTE
AV-2025-002187,CRC,0,0,1334788672.16,1329274514.76,1,1,CUMPLE
AV-2025-002188,CRC,0,0,66225603.66,65896616.63,1,1,CUMPLE
AV-2025-002190,USD,0,1,211538.87,209421.55,1,1,NUEVO
AV-2025-002192,CRC,0,0,242096814.14,239747144.23,1,1,CUMPLE
AV-2025-002195,CRC,0,0,5327075845.28,5302644683.06,1,1,CUMPLE
AV-2025-002196,USD,0,0,,,1,1,CUMPLE
AV-2025-002197,CRC,0,0,,,1,1,CUMPLE
AV-2025-002199,CRC,0,0,282013719.75,279942208.63,1,1,CUMPLE
AV-2025-002200,CRC,1,,,,1,0,SALIO
AV-2025-002202,CRC,0,1,,,1,1,NUEVO
AV-2025-002205,USD,0,0,79451.41,78737.44,1,1,CUMPLE
AV-2025-002206,USD,1,,60957.63,,1,0,SALIO
AV-2025-002209,CRC,0,0,90080214.21,89221827.34,1,1,CUMPLE
AV-2025-002211,CRC,0,0,200406787.11,199303740.35,1,1,CUMPLE
AV-2025-002212,CRC,0,0,117255041.50,116681100.26,1,1,CUMPLE
AV-2025-002213,CRC,0,0,,,1,1,CUMPLE
AV-2025-002214,CRC,0,1,527384808.12,522553739.08,1,1,NUEVO
AV-2025-002215,USD,1,1,315076.87,311298.01,1,1,PERSISTENTE
AV-2025-002216,CRC,0,0,135907954.53,135072988.15,1,1,CUMPLE
AV-2025-002217,CRC,1,0,4341584668.67,4293320312.69,1,1,CORREGIDO
AV-2025-002218,CRC,1,0,,3177853613.11,2,1,CORREGIDO
AV-2025-002219,CRC,0,0,,,1,1,CUMPLE
AV-2025-002220,CRC,1,,295844503.73,,1,0,SALIO
AV-2025-002221,USD,0,0,106148.29,105288.10,1,1,CUMPLE
AV-2025-002223,CRC,0,0,851481182.21,842284943.28,1,1,CUMPLE
AV-2025-002225,CRC,0,0,,,1,1,CUMPLE
AV-2025-002226,CRC,0,0,1115758324.27,1111468361.84,1,1,CUMPLE
AV-2025-002228,USD,0,0,,,1,1,CUMPLE
AV-2025-002229,CRC,0,0,,,1,1,CUMPLE
AV-2025-002230,CRC,0,0,,,1,1,CUMPLE
AV-2025-002231,USD,1,1,353388.58,350113.39,1,1,PERSISTENTE
AV-2025-002232,USD,0,0,,,1,1,CUMPLE
AV-2025-002234,USD,1,0,4121031.44,4106936.10,1,1,CORREGIDO
AV-2025-002236,CRC,0,0,248981962.30,247923320.85,1,1,CUMPLE
AV-2025-002238,USD,1,1,,,1,1,PERSISTENTE
AV-2025-002239,USD,0,0,491304.52,487916.99,1,1,CUMPLE
AV-2025-002240,USD,0,0,4367190.36,4321171.91,1,1,CUMPLE
AV-2025-002241,CRC,0,0,77307870.30,76935496.99,1,1,CUMPLE
AV-2025-002242,CRC,0,0,355563009.90,351344418.35,1,1,CUMPLE
AV-2025-002244,CRC,0,0,49252807.87,48770375.73,1,1,CUMPLE
AV-2025-002247,CRC,0,0,310621568.64,307709795.26,1,1,CUMPLE
AV-2025-002248,USD,0,0,1815616.12,1809915.53,1,1,CUMPLE
AV-2025-002253,CRC,0,0,5521083298.56,5475404685.88,1,1,CUMPLE
AV-2025-002254,CRC,0,0,3550657.35,3523565.27,1,1,CUMPLE
AV-2025-002255,CRC,1,0,21581728981.82,21411869539.68,1,1,CORREGIDO
AV-2025-002256,USD,0,1,51289.48,50738.94,1,1,NUEVO
AV-2025-002258,USD,0,0,345669.29,343776.25,1,1,CUMPLE
AV-2025-002259,CRC,0,0,136301618.93,134700137.80,1,1,CUMPLE
AV-2025-002260,CRC,1,0,149237413.11,147755469.55,1,1,CORREGIDO
AV-2025-002261,CRC,1,,530637156.06,,1,0,SALIO
AV-2025-002263,CRC,1,0,,,1,1,CORREGIDO
AV-2025-002265,CRC,0,0,294749254.78,293385936.71,1,1,CUMPLE
AV-2025-002267,CRC,0,0,555432789.34,551973276.43,1,1,CUMPLE
AV-2025-002269,USD,0,0,617221.07,612300.48,1,1,CUMPLE
AV-2025-002271,CRC,0,0,,,1,1,CUMPLE
AV-2025-002272,CRC,0,0,201996932.21,199762974.40,1,1,CUMPLE
AV-2025-002274,USD,0,0,233133.42,232430.76,1,1,CUMPLE
AV-2025-002275,CRC,0,0,982032112.14,971791142.31,1,1,CUMPLE
AV-2025-002276,CRC,0,0,37373427.37,36961485.87,1,1,CUMPLE
AV-2025-002278,CRC,1,1,71962418.69,71525586.32,1,1,PERSISTENTE
AV-2025-002279,USD,1,1,821875.30,818239.35,1,1,PERSISTENTE
AV-2025-002280,CRC,0,0,,,1,1,CUMPLE
AV-2025-002281,CRC,1,0,191667524.92,190283753.62,1,1,CORREGIDO
AV-2025-002282,CRC,0,0,323554801.11,320876419.70,1,1,CUMPLE
AV-2025-002285,CRC,0,0,236774401.26,235488147.34,1,1,CUMPLE
AV-2025-002286,CRC,0,1,105084970.96,103951359.20,1,1,NUEVO
AV-2025-002287,USD,1,0,1533376.40,1527617.92,1,1,CORREGIDO
AV-2025-002288,USD,1,0,264042.84,263171.16,1,1,CORREGIDO
AV-2025-002289,CRC,1,0,282723257.63,280420977.67,1,1,CORREGIDO
AV-2025-002290,CRC,1,0,176419863.43,174417168.68,1,1,CORREGIDO
AV-2025-002291,CRC,0,0,756362317.47,748283165.83,1,1,CUMPLE
AV-2025-002292,CRC,0,0,111441033.22,110286017.49,1,1,CUMPLE
AV-2025-002293,USD,1,1,356300.74,352658.49,1,1,PERSISTENTE
AV-2025-002294,USD,0,0,101814.82,100713.23,1,1,CUMPLE
AV-2025-002297,CRC,0,0,182537844.65,181239125.19,1,1,CUMPLE
AV-2025-002298,CRC,0,0,171083839.48,170455409.66,1,1,CUMPLE
AV-2025-002300,CRC,0,0,344806337.23,343227883.20,1,1,CUMPLE
AV-2025-002302,CRC,0,0,468641578.07,466020105.56,1,1,CUMPLE
AV-2025-002303,USD,1,0,,,1,1,CORREGIDO
AV-2025-002306,CRC,0,0,1242946209.02,1237345194.29,1,1,CUMPLE
AV-2025-002307,USD,0,0,4230899.50,4196005.93,1,1,CUMPLE
AV-2025-002309,CRC,0,0,495855483.74,491621934.78,1,1,CUMPLE
AV-2025-002310,CRC,0,0,786742346.27,784375905.91,1,1,CUMPLE
AV-2025-002311,CRC,1,1,209152540.43,206978626.14,1,1,PERSISTENTE
AV-2025-002312,CRC,0,0,,,1,1,CUMPLE
AV-2025-002313,CRC,0,0,92030571.04,90969589.10,1,1,CUMPLE
AV-2025-002315,USD,1,0,4029293.78,4007243.93,1,1,CORREGIDO
AV-2025-002317,CRC,0,0,56468471.45,56162623.21,1,1,CUMPLE
AV-2025-002318,USD,0,0,195302.86,193580.78,1,1,CUMPLE
AV-2025-002319,CRC,0,0,448743541.80,443641812.57,1,1,CUMPLE
AV-2025-002320,USD,0,0,492358.62,489979.45,1,1,CUMPLE
AV-2025-002322,CRC,0,0,329024588.44,325622117.39,1,1,CUMPLE
AV-2025-002323,CRC,1,1,1659790636.76,1652326554.37,1,1,PERSISTENTE
AV-2025-002325,CRC,0,0,99412881.95,98548379.79,1,1,CUMPLE
AV-2025-002327,USD,1,0,,,1,1,CORREGIDO
AV-2025-002328,CRC,1,0,,,1,1,CORREGIDO
AV-2025-002329,CRC,0,0,12526061294.93,12378357255.06,1,1,CUMPLE
AV-2025-002330,CRC,0,0,1288364929.93,1277169590.02,1,1,CUMPLE
AV-2025-002333,CRC,0,0,410586973.04,405905964.21,1,1,CUMPLE
AV-2025-002334,CRC,1,,82598293.28,,1,0,SALIO
AV-2025-002336,CRC,0,0,79186432.31,78417423.52,1,1,CUMPLE
AV-2025-002339,USD,0,0,11385760.13,11328694.79,1,1,CUMPLE
AV-2025-002340,CRC,1,,,,1,0,SALIO
AV-2025-002341,CRC,0,0,24418294.22,24153921.21,1,1,CUMPLE
AV-2025-002342,CRC,0,0,,,1,1,CUMPLE
AV-2025-002344,CRC,1,0,328760968.18,327545655.79,1,1,CORREGIDO
AV-2025-002345,CRC,1,1,136312982.70,135640562.86,1,1,PERSISTENTE
AV-2025-002346,CRC,0,1,14147190975.88,14024341382.34,1,1,NUEVO
AV-2025-002348,CRC,0,0,1672852365.97,1660399574.43,1,1,CUMPLE
AV-2025-002349,USD,0,0,,,1,1,CUMPLE
AV-2025-002351,CRC,0,0,631248187.51,628546849.02,1,1,CUMPLE
AV-2025-002353,USD,0,0,1501177.63,1493639.12,1,1,CUMPLE
AV-2025-002354,CRC,1,0,168081257.52,167444245.01,1,1,CORREGIDO
AV-2025-002355,USD,0,0,403090.60,400938.75,1,1,CUMPLE
AV-2025-002356,CRC,1,0,268672779.72,267060571.09,1,1,CORREGIDO
AV-2025-002357,USD,1,0,,,1,1,CORREGIDO
AV-2025-002358,CRC,1,1,,,1,1,PERSISTENTE
AV-2025-002359,CRC,0,0,,,1,1,CUMPLE
AV-2025-002361,USD,0,0,3326165.81,3303233.59,1,1,CUMPLE
AV-2025-002363,USD,0,0,11332748.64,11210568.58,1,1,CUMPLE
AV-2025-002364,CRC,0,0,4283879.53,4262537.16,1,1,CUMPLE
AV-2025-002365,USD,1,0,129821.36,128894.88,1,1,CORREGIDO
AV-2025-002368,USD,0,,276848.77,,1,0,SALIO_CUMPLIENDO
AV-2025-002370,CRC,0,0,289713763.13,286511122.09,1,1,CUMPLE
AV-2025-002372,CRC,1,0,659622233.87,653485747.03,1,1,CORREGIDO
AV-2025-002374,CRC,0,0,1447312347.36,1431247676.74,1,1,CUMPLE
AV-2025-002375,CRC,0,0,98438926.16,97701646.36,1,1,CUMPLE
AV-2025-002376,CRC,1,0,224440675.95,223543227.09,1,1,CORREGIDO
AV-2025-002377,USD,0,0,386159.89,383898.65,1,1,CUMPLE
AV-2025-002378,CRC,0,0,473834752.96,471027821.68,1,1,CUMPLE
AV-2025-002379,CRC,1,1,,,1,1,PERSISTENTE
AV-2025-002380,CRC,1,0,,493882976.00,2,1,CORREGIDO
AV-2025-002381,CRC,0,0,99277514.03,98127079.10,1,1,CUMPLE
AV-2025-002382,CRC,0,1,207622267.25,205693691.48,1,1,NUEVO
AV-2025-002385,USD,0,0,113251.71,112599.42,1,1,CUMPLE
AV-2025-002386,USD,0,0,2056412.69,2042906.19,1,1,CUMPLE
AV-2025-002390,USD,0,0,,,1,1,CUMPLE
AV-2025-002391,CRC,0,0,172774635.58,171266845.59,1,1,CUMPLE
AV-2025-002392,USD,0,0,261074.09,258332.93,1,1,CUMPLE
AV-2025-002393,USD,1,0,1044239.52,1040557.46,1,1,CORREGIDO
AV-2025-002394,CRC,1,1,,,2,2,PERSISTENTE
AV-2025-002396,USD,0,0,367756.66,364654.28,1,1,CUMPLE
AV-2025-002397,CRC,1,1,154612239.96,152876121.82,1,1,PERSISTENTE
AV-2025-002398,USD,1,0,789404.49,781652.66,1,1,CORREGIDO
AV-2025-002399,CRC,0,0,482838568.08,478028295.62,1,1,CUMPLE
AV-2025-002400,CRC,0,0,664551165.11,660661512.88,1,1,CUMPLE
AV-2025-002402,CRC,0,0,94197653.09,93351272.67,1,1,CUMPLE
AV-2025-002403,CRC,0,0,248559883.63,246517628.26,1,1,CUMPLE
AV-2025-002405,CRC,0,0,160172782.59,158723410.29,1,1,CUMPLE
AV-2025-002406,CRC,0,0,231025273.05,228715955.00,1,1,CUMPLE
AV-2025-002408,CRC,1,0,1775137336.53,1763449184.97,1,1,CORREGIDO
AV-2025-002409,CRC,0,0,283676642.11,281830770.67,1,1,CUMPLE
AV-2025-002410,CRC,0,0,360479950.07,357708759.06,1,1,CUMPLE
AV-2025-002413,USD,0,0,774938.02,768243.37,1,1,CUMPLE
AV-2025-002414,USD,0,0,120635.06,119846.16,1,1,CUMPLE
AV-2025-002415,CRC,0,0,209537826.52,207949175.39,1,1,CUMPLE
AV-2025-002416,CRC,1,0,334704480.81,332337497.32,1,1,CORREGIDO
AV-2025-002417,CRC,0,0,45465798.98,44947683.02,1,1,CUMPLE
AV-2025-002418,CRC,1,1,111752725.08,111320759.10,1,1,PERSISTENTE
AV-2025-002419,CRC,0,0,121650285.48,120819013.74,1,1,CUMPLE
AV-2025-002420,CRC,0,0,260403656.01,257891808.97,1,1,CUMPLE
AV-2025-002421,USD,0,0,1869907.64,1863250.10,1,1,CUMPLE
AV-2025-002424,CRC,1,0,,,1,1,CORREGIDO
AV-2025-002430,CRC,0,0,400403487.20,397918531.10,1,1,CUMPLE
AV-2025-002431,CRC,0,0,40356731.84,40046908.62,1,1,CUMPLE
AV-2025-002432,USD,1,0,702027.09,699898.19,1,1,CORREGIDO
AV-2025-002433,USD,1,1,248942.80,247438.70,1,1,PERSISTENTE
AV-2025-002435,CRC,0,0,324450601.90,323027818.38,1,1,CUMPLE
AV-2025-002436,CRC,0,0,98526990.14,98195432.96,1,1,CUMPLE
AV-2025-002437,CRC,0,0,717767597.50,714757953.01,1,1,CUMPLE
AV-2025-002438,CRC,0,0,23821111.22,23666799.84,1,1,CUMPLE
AV-2025-002440,CRC,0,0,35649957.57,35439002.45,1,1,CUMPLE
AV-2025-002442,USD,0,0,240782.71,239152.68,1,1,CUMPLE
AV-2025-002443,CRC,0,0,329114954.15,327931864.39,1,1,CUMPLE
AV-2025-002444,CRC,0,0,107897741.59,107553422.70,1,1,CUMPLE
AV-2025-002445,USD,0,1,4957791.45,4907328.85,1,1,NUEVO
AV-2025-002447,CRC,0,0,,,1,1,CUMPLE
AV-2025-002448,USD,1,0,,,1,1,CORREGIDO
AV-2025-002450,CRC,0,0,,,1,1,CUMPLE
AV-2025-002451,CRC,0,0,386069926.20,382639758.02,1,1,CUMPLE
AV-2025-002452,CRC,1,0,,,1,1,CORREGIDO
AV-2025-002453,CRC,0,0,166003965.13,165447740.14,1,1,CUMPLE
AV-2025-002456,CRC,0,0,,,1,1,CUMPLE
AV-2025-002457,USD,0,0,213525.35,211950.72,1,1,CUMPLE
AV-2025-002458,USD,1,0,225620.41,223237.42,1,1,CORREGIDO
AV-2025-002459,USD,0,0,122285.99,121735.27,1,1,CUMPLE
AV-2025-002460,CRC,0,0,196626661.00,195647917.75,1,1,CUMPLE
AV-2025-002461,USD,1,0,289908.45,286626.41,1,1,CORREGIDO
AV-2025-002462,CRC,0,0,287576843.87,284650769.62,1,1,CUMPLE
AV-2025-002463,CRC,0,0,29415374.25,29149707.03,1,1,CUMPLE
AV-2025-002464,CRC,0,0,405845711.26,401804730.28,1,1,CUMPLE
AV-2025-002465,CRC,0,0,164658141.76,163880654.59,1,1,CUMPLE
AV-2025-002466,CRC,0,0,201848762.00,199717592.14,1,1,CUMPLE
AV-2025-002467,CRC,0,0,118066940.82,117078122.14,1,1,CUMPLE
AV-2025-002468,CRC,0,0,291975435.45,288974240.72,1,1,CUMPLE
AV-2025-002470,CRC,0,,285362072.25,,1,0,SALIO_CUMPLIENDO
AV-2025-002474,USD,1,0,,,1,1,CORREGIDO
AV-2025-002475,USD,0,0,394818.85,392553.73,1,1,CUMPLE
AV-2025-002476,CRC,0,0,144286157.69,143607472.98,1,1,CUMPLE
AV-2025-002477,USD,0,0,,,1,1,CUMPLE
AV-2025-002478,CRC,0,0,358982006.05,357829853.07,1,1,CUMPLE
AV-2025-002479,CRC,1,0,142440315.09,140801060.54,1,1,CORREGIDO
AV-2025-002480,CRC,1,0,1818366547.72,1802061866.62,1,1,CORREGIDO
AV-2025-002482,USD,0,0,183512.90,182807.98,1,1,CUMPLE
AV-2025-002485,CRC,0,0,781549015.56,776058381.53,1,1,CUMPLE
AV-2025-002487,CRC,0,0,,,1,1,CUMPLE
AV-2025-002489,CRC,1,0,,,1,1,CORREGIDO
AV-2025-002492,CRC,1,1,299541441.91,298466270.13,1,1,PERSISTENTE
AV-2025-002493,USD,0,0,176123.41,175568.54,1,1,CUMPLE
AV-2025-002494,CRC,0,0,160471060.35,159544334.27,1,1,CUMPLE
AV-2025-002495,USD,0,,85996.33,,1,0,SALIO_CUMPLIENDO
AV-2025-002497,CRC,0,0,194024366.92,192179153.57,1,1,CUMPLE
AV-2025-002498,CRC,0,0,134634594.21,133508575.33,1,1,CUMPLE
AV-2025-002499,CRC,,0,,7273886912.74,0,1,ENTRA_CUMPLIENDO
AV-2025-002500,CRC,0,0,186142438.12,184981307.30,1,1,CUMPLE
AV-2025-002501,CRC,0,0,,,1,1,CUMPLE
AV-2025-002502,USD,0,0,219374.10,218192.74,1,1,CUMPLE
AV-2025-002503,CRC,0,,221925167.55,,1,0,SALIO_CUMPLIENDO
AV-2025-002504,CRC,0,0,281223418.07,280238280.64,1,1,CUMPLE
AV-2025-002505,USD,0,0,373089.59,369321.46,1,1,CUMPLE
AV-2025-002506,CRC,1,,,,1,0,SALIO
AV-2025-002508,CRC,,0,,304896630.02,0,1,ENTRA_CUMPLIENDO
AV-2025-002510,CRC,0,0,236388416.01,233891955.69,1,1,CUMPLE
AV-2025-002511,USD,0,0,222622.03,221649.92,1,1,CUMPLE
AV-2025-002512,USD,0,0,167209.40,165982.17,1,1,CUMPLE
AV-2025-002513,CRC,1,0,351518078.77,349128787.71,1,1,CORREGIDO
AV-2025-002514,CRC,0,0,,,1,1,CUMPLE
AV-2025-002515,CRC,0,1,,,1,1,NUEVO
AV-2025-002516,CRC,0,0,335091932.21,332817609.83,1,1,CUMPLE
AV-2025-002519,CRC,1,0,,,1,1,CORREGIDO
AV-2025-002520,CRC,1,0,565422229.10,562220570.41,1,1,CORREGIDO
AV-2025-002522,USD,0,0,10114418.45,10055377.83,1,1,CUMPLE
AV-2025-002523,USD,0,0,226517.66,223946.88,1,1,CUMPLE
AV-2025-002524,CRC,1,1,1225869770.29,1219618888.99,1,1,PERSISTENTE
AV-2025-002525,USD,1,0,285303.87,283572.05,1,1,CORREGIDO
AV-2025-002528,CRC,1,,3428394448.34,,1,0,SALIO
AV-2025-002529,CRC,1,0,488732775.19,484472740.57,1,1,CORREGIDO
AV-2025-002532,CRC,1,0,2687718772.81,2658205781.37,1,1,CORREGIDO
AV-2025-002533,USD,1,1,486179.92,480816.23,1,1,PERSISTENTE
AV-2025-002535,CRC,0,0,,,1,1,CUMPLE
AV-2025-002536,CRC,1,,173365497.98,,1,0,SALIO
AV-2025-002538,CRC,1,1,798470122.59,795188517.72,1,1,PERSISTENTE
AV-2025-002539,CRC,1,0,240830006.11,239619050.49,1,1,CORREGIDO
AV-2025-002540,CRC,0,0,38758766.26,38419686.88,1,1,CUMPLE
AV-2025-002541,CRC,0,0,,,1,1,CUMPLE
AV-2025-002542,CRC,1,1,,,1,1,PERSISTENTE
AV-2025-002543,CRC,0,0,419958861.63,418432468.50,1,1,CUMPLE
AV-2025-002544,CRC,1,0,44776656.47,44612344.81,1,1,CORREGIDO
AV-2025-002545,CRC,0,0,73635457.12,73168600.69,1,1,CUMPLE
AV-2025-002547,CRC,1,0,,,1,1,CORREGIDO
AV-2025-002548,USD,1,0,3659891.37,3618015.91,1,1,CORREGIDO
AV-2025-002549,CRC,0,0,123140702.45,122739751.43,1,1,CUMPLE
