id_avaluo_marzo,id_avaluo_abril,categoria
AV-2025-001115,AV-2025-001115,CUMPLE
AV-2025-001116,AV-2025-001116,CUMPLE
AV-2025-001117,AV-2025-001117,CUMPLE
AV-2025-001118,AV-2025-001118,CUMPLE
AV-2025-001119,,SALIO_CUMPLIENDO
AV-2025-001120,AV-2025-001120,CUMPLE
AV-2025-001121,AV-2025-001121,CORREGIDO
AV-2025-001122,,SALIO
AV-2025-001123,AV-2025-001123,CUMPLE
AV-2025-001124,AV-2025-001124,CUMPLE
AV-2026-001125,AV-2026-001125,CUMPLE
AV-2025-001126,AV-2025-001126,CUMPLE
AV-2025-001127,AV-2025-001127,CORREGIDO
AV-2024-001128,AV-2024-001128,CORREGIDO
AV-2025-001129,AV-2025-001129,CORREGIDO
AV-2025-001130,AV-2025-001130,CUMPLE
AV-2026-001131,AV-2026-001131,CUMPLE
AV-2025-001132,AV-2025-001132,CUMPLE
AV-2025-001133,AV-2025-001133,PERSISTENTE
AV-2026-001134,AV-2026-001134,CUMPLE
AV-2025-001135,AV-2025-001135,CORREGIDO
AV-2026-001136,AV-2026-001136,PERSISTENTE
AV-2025-001137,AV-2025-001137,CUMPLE
AV-2025-001138,AV-2025-001138,CUMPLE
AV-2025-001139,AV-2025-001139,CUMPLE
AV-2024-001140,AV-2024-001140,CUMPLE
AV-2025-001141,AV-2025-001141,CUMPLE
AV-2024-001142,AV-2024-001142,CUMPLE
AV-2025-001143,AV-2025-001143,PERSISTENTE
AV-2025-001144,AV-2025-001144,CORREGIDO
AV-2025-001145,AV-2025-001145,CUMPLE
AV-2026-001146,AV-2026-001146,CORREGIDO
AV-2024-001147,AV-2024-001147,CUMPLE
AV-2025-001148,AV-2025-001148,CORREGIDO
AV-2025-001149,AV-2025-001149,CUMPLE
AV-2025-001150,AV-2025-001150,CUMPLE
AV-2024-001151,AV-2024-001151,CUMPLE
AV-2025-001152,AV-2025-001152,CUMPLE
AV-2025-001153,AV-2025-001153,PERSISTENTE
AV-2026-001154,AV-2026-001154,CORREGIDO
AV-2025-001155,AV-2025-001155,PERSISTENTE
AV-2025-001156,AV-2025-001156,PERSISTENTE
AV-2025-001157,AV-2025-001157,CUMPLE
AV-2024-001158,AV-2024-001158,CUMPLE
AV-2026-001159,AV-2026-001159,CUMPLE
AV-2026-001160,AV-2026-001160,CUMPLE
AV-2025-001161,AV-2025-001161,CUMPLE
AV-2024-001162,AV-2024-001162,CUMPLE
AV-2024-001163,AV-2024-001163,NUEVO
AV-2024-001164,AV-2024-001164,CUMPLE
AV-2025-001165,,SALIO
AV-2025-001166,AV-2025-001166,CUMPLE
AV-2025-001167,AV-2025-001167,CUMPLE
AV-2026-001168,AV-2026-001168,NUEVO
AV-2024-001169,AV-2024-001169,CUMPLE
AV-2025-001170,AV-2025-001170,CORREGIDO
AV-2024-001171,,SALIO
AV-2024-001172,AV-2024-001172,PERSISTENTE
AV-2025-001173,AV-2025-001173,CUMPLE
AV-2025-001174,AV-2025-001174,CUMPLE
AV-2024-001175,AV-2024-001175,CUMPLE
AV-2025-001176,AV-2025-001176,CUMPLE
AV-2025-001177,AV-2025-001177,PERSISTENTE
AV-2025-001178,AV-2025-001178,CUMPLE
AV-2025-001179,AV-2025-001179,CUMPLE
AV-2025-001180,AV-2025-001180,CUMPLE
AV-2026-001181,,SALIO
AV-2025-001182,AV-2025-001182,CUMPLE
AV-2025-001183,AV-2025-001183,PERSISTENTE
AV-2025-001184,AV-2025-001184,CORREGIDO
AV-2025-001185,AV-2025-001185,CUMPLE
AV-2025-001186,AV-2025-001186,CUMPLE
AV-2025-001187,AV-2025-001187,CUMPLE
AV-2025-001188,AV-2025-001188,CUMPLE
AV-2025-001189,,SALIO_CUMPLIENDO
AV-2025-001190,AV-2025-001190,CORREGIDO
AV-2025-001191,AV-2025-001191,CUMPLE
AV-2024-001192,AV-2024-001192,CUMPLE
AV-2024-001193,AV-2024-001193,CUMPLE
AV-2026-001194,AV-2026-001194,CUMPLE
AV-2025-001195,AV-2025-001195,CUMPLE
AV-2025-001196,AV-2025-001196,CUMPLE
AV-2024-001197,AV-2024-001197,CUMPLE
AV-2025-001198,AV-2025-001198,CUMPLE
AV-2025-001199,AV-2025-001199,CORREGIDO
AV-2024-001200,,SALIO_CUMPLIENDO
AV-2025-001201,AV-2025-001201,CUMPLE
AV-2024-001202,AV-2024-001202,CUMPLE
AV-2025-001203,AV-2025-001203,CUMPLE
AV-2025-001204,AV-2025-001204,CUMPLE
AV-2025-001205,AV-2025-001205,CUMPLE
AV-2025-001206,AV-2025-001206,CUMPLE
AV-2025-001207,AV-2025-001207,CUMPLE
AV-2024-001208,AV-2024-001208,CUMPLE
AV-2024-001209,AV-2024-001209,PERSISTENTE
AV-2025-001210,AV-2025-001210,CUMPLE
AV-2025-001211,AV-2025-001211,CUMPLE
AV-2025-001212,AV-2025-001212,CORREGIDO
AV-2025-001213,AV-2025-001213,CUMPLE
AV-2025-001214,AV-2025-001214,PERSISTENTE
AV-2024-001215,AV-2024-001215,CUMPLE
AV-2025-001216,,SALIO
AV-2025-001217,AV-2025-001217,CUMPLE
AV-2026-001218,AV-2026-001218,CUMPLE
AV-2025-001219,AV-2025-001219,CORREGIDO
AV-2025-001220,AV-2025-001220,CUMPLE
AV-2025-001221,AV-2025-001221,PERSISTENTE
AV-2026-001222,AV-2026-001222,PERSISTENTE
AV-2025-001223,AV-2025-001223,CUMPLE
AV-2025-001224,AV-2025-001224,PERSISTENTE
AV-2026-001225,AV-2026-001225,CUMPLE
AV-2025-001226,AV-2025-001226,PERSISTENTE
AV-2026-001227,AV-2026-001227,CUMPLE
AV-2024-001228,AV-2024-001228,CUMPLE
AV-2025-001229,AV-2025-001229,CUMPLE
AV-2025-001230,AV-2025-001230,CUMPLE
AV-2025-001231,AV-2025-001231,CUMPLE
AV-2025-001232,AV-2025-001232,PERSISTENTE
AV-2025-001233,AV-2025-001233,CUMPLE
AV-2025-001234,AV-2025-001234,CORREGIDO
AV-2025-001235,AV-2025-001235,PERSISTENTE
AV-2025-001236,AV-2025-001236,CORREGIDO
AV-2024-001237,AV-2024-001237,CORREGIDO
AV-2025-001238,AV-2025-001238,CORREGIDO
AV-2025-001239,AV-2025-001239,CUMPLE
AV-2025-001240,AV-2025-001240,PERSISTENTE
AV-2025-001241,AV-2025-001241,CUMPLE
AV-2025-001242,AV-2025-001242,CUMPLE
AV-2025-001243,AV-2025-001243,CUMPLE
AV-2024-001244,AV-2024-001244,CUMPLE
AV-2025-001245,AV-2025-001245,CUMPLE
AV-2024-001246,AV-2024-001246,CORREGIDO
AV-2026-001247,AV-2026-001247,CUMPLE
AV-2025-001248,AV-2025-001248,CUMPLE
AV-2025-001249,AV-2025-001249,CORREGIDO
AV-2024-001250,AV-2024-001250,CORREGIDO
AV-2025-001251,AV-2025-001251,CORREGIDO
AV-2025-001252,AV-2025-001252,CUMPLE
AV-2025-001253,AV-2025-001253,PERSISTENTE
AV-2025-001254,AV-2025-001254,CUMPLE
AV-2025-001255,AV-2025-001255,CUMPLE
AV-2026-001256,AV-2026-001256,CORREGIDO
AV-2026-001257,AV-2026-001257,CUMPLE
AV-2025-001258,AV-2025-001258,CUMPLE
AV-2025-001259,AV-2025-001259,CUMPLE
AV-2024-001260,AV-2024-001260,CORREGIDO
AV-2025-001261,AV-2025-001261,PERSISTENTE
AV-2025-001262,AV-2025-001262,CORREGIDO
AV-2025-001263,AV-2025-001263,CUMPLE
AV-2024-001264,AV-2024-001264,CUMPLE
AV-2026-001265,AV-2026-001265,CUMPLE
AV-2025-001266,AV-2025-001266,CUMPLE
AV-2025-001267,AV-2025-001267,CUMPLE
AV-2026-001268,AV-2026-001268,CUMPLE
AV-2024-001269,AV-2024-001269,CUMPLE
AV-2024-001270,AV-2024-001270,CUMPLE
AV-2025-001271,AV-2025-001271,CUMPLE
AV-2025-001272,AV-2025-001272,CUMPLE
AV-2025-001273,AV-2025-001273,CUMPLE
AV-2025-001274,AV-2025-001274,CUMPLE
AV-2024-001275,AV-2024-001275,CUMPLE
AV-2025-001276,AV-2025-001276,CUMPLE
AV-2026-001277,AV-2026-001277,CUMPLE
AV-2025-001278,AV-2025-001278,CUMPLE
AV-2026-001279,AV-2026-001279,CUMPLE
AV-2025-001280,AV-2025-001280,CORREGIDO
AV-2025-001281,AV-2025-001281,PERSISTENTE
AV-2025-001282,AV-2025-001282,CUMPLE
AV-2026-001283,AV-2026-001283,CUMPLE
AV-2025-001284,AV-2025-001284,CORREGIDO
AV-2025-001285,AV-2025-001285,CUMPLE
AV-2025-001286,AV-2025-001286,CORREGIDO
AV-2025-001287,AV-2025-001287,CUMPLE
AV-2025-001288,AV-2025-001288,CUMPLE
AV-2025-001289,AV-2025-001289,PERSISTENTE
AV-2025-001290,AV-2025-001290,CORREGIDO
AV-2025-001291,AV-2025-001291,CUMPLE
AV-2025-001292,AV-2025-001292,CUMPLE
AV-2025-001293,AV-2025-001293,CUMPLE
AV-2025-001294,AV-2025-001294,CORREGIDO
AV-2025-001295,AV-2025-001295,CUMPLE
AV-2025-001296,AV-2025-001296,CUMPLE
AV-2025-001297,AV-2025-001297,CUMPLE
AV-2026-001298,AV-2026-001298,CUMPLE
AV-2024-001299,AV-2024-001299,CUMPLE
AV-2025-001300,AV-2025-001300,CUMPLE
AV-2025-001301,AV-2025-001301,CUMPLE
AV-2025-001302,AV-2025-001302,CUMPLE
AV-2025-001303,AV-2025-001303,CUMPLE
AV-2025-001304,AV-2025-001304,CUMPLE
AV-2025-001305,AV-2025-001305,CUMPLE
AV-2025-001306,AV-2025-001306,CORREGIDO
AV-2025-001307,AV-2025-001307,CUMPLE
AV-2026-001308,AV-2026-001308,CORREGIDO
AV-2025-001309,AV-2025-001309,CORREGIDO
AV-2026-001310,AV-2026-001310,CORREGIDO
AV-2024-001311,AV-2024-001311,CUMPLE
AV-2025-001312,AV-2025-001312,CUMPLE
AV-2025-001313,AV-2025-001313,CUMPLE
AV-2025-001314,AV-2025-001314,CUMPLE
AV-2024-001315,AV-2024-001315,CORREGIDO
AV-2025-001316,AV-2025-001316,CUMPLE
AV-2025-001317,AV-2025-001317,CUMPLE
AV-2026-001318,AV-2026-001318,CORREGIDO
AV-2025-001319,AV-2025-001319,CUMPLE
AV-2025-001320,AV-2025-001320,CUMPLE
AV-2025-001321,AV-2025-001321,CUMPLE
AV-2025-001322,AV-2025-001322,CORREGIDO
AV-2025-001323,AV-2025-001323,CUMPLE
AV-2026-001324,AV-2026-001324,CUMPLE
AV-2025-001325,AV-2025-001325,CUMPLE
AV-2024-001326,AV-2024-001326,CUMPLE
AV-2025-001327,AV-2025-001327,CUMPLE
AV-2025-001328,AV-2025-001328,CUMPLE
AV-2025-001329,AV-2025-001329,CUMPLE
AV-2025-001330,AV-2025-001330,CUMPLE
AV-2025-001331,AV-2025-001331,CUMPLE
AV-2025-001332,AV-2025-001332,PERSISTENTE
AV-2025-001333,AV-2025-001333,CUMPLE
AV-2026-001334,AV-2026-001334,CUMPLE
AV-2024-001335,AV-2024-001335,CUMPLE
AV-2025-001336,AV-2025-001336,CUMPLE
AV-2025-001337,AV-2025-001337,PERSISTENTE
AV-2025-001338,AV-2025-001338,CORREGIDO
AV-2024-001339,AV-2024-001339,CUMPLE
AV-2025-001340,AV-2025-001340,CUMPLE
AV-2025-001341,AV-2025-001341,CUMPLE
AV-2025-001342,AV-2025-001342,CUMPLE
AV-2026-001343,AV-2026-001343,CUMPLE
AV-2025-001344,AV-2025-001344,CUMPLE
AV-2025-001345,AV-2025-001345,CUMPLE
AV-2025-001346,AV-2025-001346,CORREGIDO
AV-2025-001347,AV-2025-001347,CUMPLE
AV-2025-001348,AV-2025-001348,NUEVO
AV-2025-001349,AV-2025-001349,NUEVO
AV-2025-001350,AV-2025-001350,CUMPLE
AV-2024-001351,AV-2024-001351,CORREGIDO
AV-2025-001352,AV-2025-001352,CUMPLE
AV-2025-001353,AV-2025-001353,CUMPLE
AV-2024-001354,AV-2024-001354,CUMPLE
AV-2025-001355,AV-2025-001355,CUMPLE
AV-2024-001356,AV-2024-001356,CUMPLE
AV-2025-001357,AV-2025-001357,CUMPLE
AV-2024-001358,AV-2024-001358,CORREGIDO
AV-2025-001359,AV-2025-001359,CUMPLE
AV-2024-001360,AV-2024-001360,CUMPLE
AV-2025-001361,AV-2025-001361,CORREGIDO
AV-2025-001362,AV-2025-001362,CUMPLE
AV-2025-001363,AV-2025-001363,CUMPLE
AV-2025-001364,AV-2025-001364,CUMPLE
AV-2025-001365,AV-2025-001365,CUMPLE
AV-2025-001366,AV-2025-001366,CORREGIDO
AV-2025-001367,AV-2025-001367,CUMPLE
AV-2026-001368,AV-2026-001368,CUMPLE
AV-2025-001369,,SALIO_CUMPLIENDO
AV-2025-001370,AV-2025-001370,CUMPLE
AV-2025-001371,AV-2025-001371,CORREGIDO
AV-2025-001372,AV-2025-001372,CUMPLE
AV-2025-001373,AV-2025-001373,CUMPLE
AV-2026-001374,AV-2026-001374,CUMPLE
AV-2025-001375,AV-2025-001375,PERSISTENTE
AV-2025-001376,AV-2025-001376,CUMPLE
AV-2025-001377,AV-2025-001377,CUMPLE
AV-2025-001378,AV-2025-001378,CUMPLE
AV-2024-001379,AV-2024-001379,CUMPLE
AV-2024-001380,AV-2024-001380,CUMPLE
AV-2024-001381,AV-2024-001381,CUMPLE
AV-2024-001382,AV-2024-001382,CORREGIDO
AV-2025-001383,AV-2025-001383,CORREGIDO
AV-2025-001384,AV-2025-001384,CUMPLE
AV-2025-001385,AV-2025-001385,CUMPLE
AV-2025-001386,AV-2025-001386,CUMPLE
AV-2025-001387,AV-2025-001387,CUMPLE
AV-2025-001388,AV-2025-001388,CUMPLE
AV-2025-001389,AV-2025-001389,CUMPLE
AV-2024-001390,AV-2024-001390,CUMPLE
AV-2025-001391,AV-2025-001391,CUMPLE
AV-2025-001392,AV-2025-001392,CORREGIDO
AV-2026-001393,AV-2026-001393,CUMPLE
AV-2024-001394,AV-2024-001394,CUMPLE
AV-2025-001395,AV-2025-001395,CUMPLE
AV-2025-001396,AV-2025-001396,CUMPLE
AV-2026-001397,AV-2026-001397,CUMPLE
AV-2024-001398,AV-2024-001398,CUMPLE
AV-2024-001399,AV-2024-001399,CORREGIDO
AV-2025-001400,AV-2025-001400,CUMPLE
AV-2024-001401,AV-2024-001401,PERSISTENTE
AV-2025-001402,AV-2025-001402,NUEVO
AV-2024-001403,AV-2024-001403,CUMPLE
AV-2025-001404,AV-2025-001404,CUMPLE
AV-2025-001405,AV-2025-001405,CUMPLE
AV-2025-001406,AV-2025-001406,CUMPLE
AV-2024-001407,AV-2024-001407,CUMPLE
AV-2025-001408,AV-2025-001408,CUMPLE
AV-2025-001409,AV-2025-001409,CUMPLE
AV-2024-001410,AV-2025-000119,NUEVO
AV-2025-001411,AV-2025-001411,CUMPLE
AV-2025-001412,AV-2025-001412,NUEVO
AV-2025-001413,AV-2025-001413,PERSISTENTE
AV-2025-001414,AV-2025-001414,CUMPLE
AV-2025-001415,AV-2025-001415,CUMPLE
AV-2024-001416,AV-2024-001416,CUMPLE
AV-2025-001417,AV-2025-001417,CORREGIDO
AV-2026-001418,AV-2026-001418,CUMPLE
AV-2025-001419,AV-2025-001419,CUMPLE
AV-2025-001420,AV-2025-001420,PERSISTENTE
AV-2025-001421,AV-2025-001421,PERSISTENTE
AV-2025-001422,AV-2025-001422,CORREGIDO
AV-2024-001423,AV-2024-001423,CUMPLE
AV-2025-001424,AV-2025-001424,CUMPLE
AV-2025-001425,AV-2025-001425,CUMPLE
AV-2024-001426,AV-2024-001426,CUMPLE
AV-2025-001427,AV-2025-001427,CUMPLE
AV-2025-001428,AV-2025-001428,CORREGIDO
AV-2025-001429,AV-2025-001429,CUMPLE
AV-2025-001430,AV-2025-001430,CUMPLE
AV-2026-001431,AV-2026-001431,CORREGIDO
AV-2025-001432,AV-2025-001432,CUMPLE
AV-2025-001433,AV-2025-001433,CUMPLE
AV-2025-001434,AV-2025-001434,CUMPLE
AV-2025-001435,AV-2025-001435,CUMPLE
AV-2025-001436,AV-2025-001436,CUMPLE
AV-2025-001437,AV-2025-001437,CUMPLE
AV-2025-001438,AV-2025-001438,CUMPLE
AV-2025-001439,AV-2025-001439,CUMPLE
AV-2025-001440,,SALIO_CUMPLIENDO
AV-2025-001441,AV-2025-001441,CUMPLE
AV-2025-001442,AV-2025-001442,CUMPLE
AV-2025-001443,AV-2025-001443,CUMPLE
AV-2025-003674,AV-2025-001444,CORREGIDO
AV-2025-001445,AV-2025-001445,CUMPLE
AV-2025-001446,AV-2025-001446,CUMPLE
AV-2025-001447,AV-2025-001447,CUMPLE
AV-2025-001448,AV-2025-001448,CUMPLE
AV-2025-001449,AV-2025-001449,CORREGIDO
AV-2025-001450,AV-2025-001450,CUMPLE
AV-2025-001451,AV-2025-001451,CORREGIDO
AV-2026-001452,AV-2026-001452,CUMPLE
AV-2025-001453,AV-2025-001453,CORREGIDO
AV-2025-001454,AV-2025-001454,CUMPLE
AV-2024-001455,AV-2024-001455,CORREGIDO
AV-2024-001456,AV-2024-001456,PERSISTENTE
AV-2025-001457,AV-2025-001457,CUMPLE
AV-2025-001458,AV-2025-001458,CUMPLE
AV-2025-001459,AV-2025-001459,CUMPLE
AV-2025-001460,AV-2025-001460,CUMPLE
AV-2025-001461,AV-2025-001461,CUMPLE
AV-2025-001462,AV-2025-001462,CORREGIDO
AV-2025-001463,,SALIO
AV-2024-001464,AV-2024-001464,CUMPLE
AV-2026-001465,AV-2026-001465,CUMPLE
AV-2025-001466,AV-2025-001466,CUMPLE
AV-2025-001467,AV-2025-001467,CUMPLE
AV-2025-001468,AV-2025-001468,CUMPLE
AV-2025-001469,AV-2025-001469,CORREGIDO
AV-2025-001470,AV-2025-001470,CORREGIDO
AV-2024-001471,,SALIO
AV-2025-001472,AV-2025-001472,CUMPLE
AV-2025-001473,AV-2025-001473,CUMPLE
AV-2025-001474,AV-2025-001474,CORREGIDO
AV-2025-001475,AV-2025-001475,CUMPLE
AV-2025-001476,AV-2025-001476,CUMPLE
AV-2024-001477,AV-2024-001477,CUMPLE
AV-2025-001478,AV-2025-001478,CUMPLE
AV-2025-001479,AV-2025-001479,CUMPLE
AV-2026-001480,AV-2026-001480,CUMPLE
AV-2025-001481,AV-2025-001481,CORREGIDO
AV-2025-001482,AV-2025-001482,CUMPLE
AV-2025-001483,AV-2025-001483,CORREGIDO
AV-2026-001484,AV-2026-001484,CUMPLE
AV-2025-001485,AV-2025-001485,PERSISTENTE
AV-2025-001486,AV-2025-001486,CUMPLE
AV-2025-001487,AV-2025-001487,CORREGIDO
AV-2025-001488,AV-2025-001488,CUMPLE
AV-2024-001489,AV-2024-001489,CUMPLE
AV-2026-001490,AV-2026-001490,CUMPLE
AV-2025-001491,AV-2025-001491,CUMPLE
AV-2024-001492,AV-2024-001492,CUMPLE
AV-2025-001493,AV-2025-001493,CUMPLE
AV-2025-001494,AV-2025-001494,CUMPLE
AV-2025-001495,AV-2025-001495,CUMPLE
AV-2025-000039,,SALIO
AV-2025-001497,AV-2025-001497,CORREGIDO
AV-2024-001498,AV-2024-001498,CUMPLE
AV-2026-001499,AV-2026-001499,PERSISTENTE
AV-2025-001500,AV-2025-001500,CUMPLE
AV-2025-001501,AV-2025-001501,CUMPLE
AV-2024-001502,AV-2024-001502,CUMPLE
AV-2024-001503,AV-2024-001503,CUMPLE
AV-2025-001504,AV-2025-001504,PERSISTENTE
AV-2025-001505,AV-2025-001505,CUMPLE
AV-2024-001506,AV-2024-001506,CUMPLE
AV-2026-001507,AV-2026-001507,CUMPLE
AV-2025-001508,AV-2025-001508,CUMPLE
AV-2024-001509,AV-2024-001509,CUMPLE
AV-2025-001510,AV-2025-001510,CUMPLE
AV-2025-001511,AV-2025-001511,CUMPLE
AV-2026-001512,AV-2026-001512,CUMPLE
AV-2025-001513,AV-2025-001513,CUMPLE
AV-2025-001514,AV-2025-001514,CUMPLE
AV-2024-001515,AV-2024-001515,CORREGIDO
AV-2024-001516,AV-2024-001516,CUMPLE
AV-2026-001517,AV-2026-001517,CUMPLE
AV-2025-001518,AV-2025-001518,PERSISTENTE
AV-2025-001519,AV-2025-001519,PERSISTENTE
AV-2025-001520,AV-2025-001520,CUMPLE
AV-2025-001521,AV-2025-001521,CUMPLE
AV-2025-001522,AV-2025-001522,CUMPLE
AV-2025-001523,AV-2025-001523,CUMPLE
AV-2025-001524,AV-2025-001524,CUMPLE
AV-2025-001525,AV-2025-001525,CUMPLE
AV-2025-001526,AV-2025-001526,CUMPLE
AV-2024-001527,AV-2024-001527,CORREGIDO
AV-2024-001528,AV-2024-001528,CORREGIDO
AV-2025-001529,AV-2025-001529,CUMPLE
AV-2025-001530,AV-2025-001530,CUMPLE
AV-2024-001531,AV-2024-001531,CUMPLE
AV-2024-001532,AV-2024-001532,CUMPLE
AV-2025-001533,AV-2025-001533,PERSISTENTE
AV-2024-001534,AV-2024-001534,CUMPLE
AV-2025-001535,,SALIO
AV-2025-001536,AV-2025-001536,CUMPLE
AV-2025-001537,AV-2025-001537,CORREGIDO
AV-2024-001538,AV-2024-001538,PERSISTENTE
AV-2025-001539,AV-2025-001539,CUMPLE
AV-2024-001540,AV-2024-001540,CUMPLE
AV-2025-001541,AV-2025-001541,CUMPLE
AV-2025-001542,AV-2025-001542,CUMPLE
AV-2025-001543,AV-2025-001543,CUMPLE
AV-2026-001544,AV-2026-001544,CORREGIDO
AV-2025-001545,AV-2025-001545,CUMPLE
AV-2026-001546,AV-2026-001546,CUMPLE
AV-2025-001547,AV-2025-001547,CUMPLE
AV-2025-001548,AV-2025-001548,CUMPLE
AV-2025-001549,AV-2025-001549,CORREGIDO
AV-2024-001550,AV-2024-001550,CUMPLE
AV-2025-001551,AV-2025-001551,CUMPLE
AV-2024-001552,AV-2024-001552,CUMPLE
AV-2026-001553,AV-2026-001553,CUMPLE
AV-2025-001554,AV-2025-001554,NUEVO
AV-2025-001555,AV-2025-001555,CUMPLE
AV-2024-001556,AV-2024-001556,CUMPLE
AV-2025-001557,AV-2025-001557,CORREGIDO
AV-2025-001558,AV-2025-001558,CUMPLE
AV-2025-001559,AV-2025-001559,CUMPLE
AV-2025-001560,AV-2025-001560,CUMPLE
AV-2025-001561,AV-2025-001561,PERSISTENTE
AV-2024-001562,AV-2024-001562,CUMPLE
AV-2025-001563,AV-2025-001563,PERSISTENTE
AV-2025-001564,AV-2025-001564,CUMPLE
AV-2024-001565,AV-2024-001565,CUMPLE
AV-2025-001566,AV-2025-001566,CUMPLE
AV-2025-001567,AV-2025-001567,PERSISTENTE
AV-2024-001568,AV-2024-001568,CORREGIDO
AV-2025-001569,AV-2025-001569,CUMPLE
AV-2025-001570,AV-2025-001570,CUMPLE
AV-2024-001571,,SALIO_CUMPLIENDO
AV-2024-001572,AV-2024-001572,CORREGIDO
AV-2024-001573,AV-2024-001573,CUMPLE
AV-2024-001574,AV-2024-001574,CUMPLE
AV-2025-001575,AV-2025-001575,CUMPLE
AV-2026-001576,AV-2026-001576,CORREGIDO
AV-2024-001577,AV-2024-001577,CUMPLE
AV-2025-001578,AV-2025-001578,CUMPLE
AV-2025-001579,AV-2025-001579,CUMPLE
AV-2025-001580,AV-2025-001580,CUMPLE
AV-2025-001581,AV-2025-001581,CUMPLE
AV-2025-001582,AV-2025-001582,CORREGIDO
AV-2024-001583,AV-2024-001583,CUMPLE
AV-2025-001584,AV-2025-001584,CUMPLE
AV-2025-001585,AV-2025-001585,CUMPLE
AV-2024-001586,AV-2024-001586,CUMPLE
AV-2024-001587,AV-2024-001587,PERSISTENTE
AV-2025-001588,AV-2025-001588,CUMPLE
AV-2025-001589,AV-2025-001589,CUMPLE
AV-2025-001590,AV-2025-001590,PERSISTENTE
AV-2025-001591,AV-2025-001591,CUMPLE
AV-2025-001592,AV-2025-001592,CUMPLE
AV-2025-001593,AV-2025-001593,CUMPLE
AV-2025-001594,AV-2025-001594,CUMPLE
AV-2025-001595,AV-2025-001595,CUMPLE
AV-2025-001596,AV-2025-001596,CUMPLE
AV-2024-001597,AV-2024-001597,CUMPLE
AV-2024-001598,AV-2024-001598,CUMPLE
AV-2024-001599,AV-2024-001599,CORREGIDO
AV-2025-001600,AV-2025-001600,CORREGIDO
AV-2025-001601,AV-2025-001601,CUMPLE
AV-2025-001602,AV-2025-001602,CUMPLE
AV-2024-001603,AV-2024-001603,PERSISTENTE
AV-2025-001604,AV-2025-001604,CORREGIDO
AV-2025-001605,AV-2025-001605,CUMPLE
AV-2024-001606,AV-2024-001606,CUMPLE
AV-2024-001607,AV-2024-001607,CORREGIDO
AV-2024-001608,AV-2024-001608,CUMPLE
AV-2024-001609,AV-2024-001609,CUMPLE
AV-2024-001610,AV-2024-001610,CUMPLE
AV-2025-001611,AV-2025-001611,CUMPLE
AV-2026-001612,AV-2026-001612,CUMPLE
AV-2025-001613,AV-2025-001613,CORREGIDO
AV-2024-001614,AV-2024-001614,CUMPLE
AV-2025-001615,AV-2025-001615,CUMPLE
AV-2026-001616,AV-2026-001616,CUMPLE
AV-2025-001617,AV-2025-001617,PERSISTENTE
AV-2025-001618,AV-2025-001618,CUMPLE
AV-2025-001619,AV-2025-001619,CUMPLE
AV-2025-001620,AV-2025-001620,CUMPLE
AV-2025-001621,,SALIO
AV-2025-001622,AV-2025-001622,PERSISTENTE
AV-2025-001623,AV-2025-001623,PERSISTENTE
AV-2025-001624,AV-2025-001624,CUMPLE
AV-2025-001625,AV-2025-001625,CUMPLE
AV-2025-001626,AV-2025-001626,CUMPLE
AV-2024-001627,AV-2024-001627,CUMPLE
AV-2024-001628,AV-2024-001628,CUMPLE
AV-2025-001629,AV-2025-001629,PERSISTENTE
AV-2025-001630,AV-2025-001630,CUMPLE
AV-2024-001631,AV-2024-001631,CUMPLE
AV-2025-001632,AV-2025-001632,CORREGIDO
AV-2025-001633,AV-2025-001633,CUMPLE
AV-2025-001634,AV-2025-001634,CUMPLE
AV-2025-001635,AV-2025-001635,CUMPLE
AV-2025-001636,AV-2025-001636,CORREGIDO
AV-2025-001637,AV-2025-001637,CUMPLE
AV-2025-001638,AV-2025-001638,CUMPLE
AV-2025-001639,AV-2025-001639,CUMPLE
AV-2025-001640,AV-2025-001640,CUMPLE
AV-2025-001641,AV-2025-001641,CORREGIDO
AV-2025-001642,AV-2025-001642,CUMPLE
AV-2025-001643,AV-2025-001643,CUMPLE
AV-2025-001644,AV-2025-001644,CUMPLE
AV-2024-001645,AV-2024-001645,PERSISTENTE
AV-2026-001646,AV-2026-001646,CORREGIDO
AV-2025-001647,AV-2025-001647,CUMPLE
AV-2025-001648,AV-2025-001648,CORREGIDO
AV-2025-001649,AV-2025-001649,CUMPLE
AV-2024-001650,AV-2024-001650,CUMPLE
AV-2024-001651,AV-2024-001651,CORREGIDO
AV-2025-001652,AV-2025-001652,CORREGIDO
AV-2025-001653,AV-2025-001653,CORREGIDO
AV-2025-001654,AV-2025-001654,CUMPLE
AV-2025-001655,,SALIO_CUMPLIENDO
AV-2025-001656,AV-2025-001656,CUMPLE
AV-2025-001657,AV-2025-001657,CORREGIDO
AV-2024-003089,AV-2024-001658,CORREGIDO
AV-2024-001659,AV-2024-001659,CUMPLE
AV-2026-001660,AV-2026-001660,CUMPLE
AV-2024-001661,AV-2024-001661,CORREGIDO
AV-2025-001662,AV-2025-001662,CUMPLE
AV-2024-001663,AV-2024-001663,CORREGIDO
AV-2025-003120,AV-2025-003120,PERSISTENTE
AV-2025-001665,AV-2025-001665,CORREGIDO
AV-2025-001666,AV-2025-001666,CUMPLE
AV-2025-001667,AV-2025-001667,CUMPLE
AV-2025-001668,,SALIO
AV-2025-001669,AV-2025-001669,CUMPLE
AV-2026-001670,AV-2026-001670,CUMPLE
