sk_corte,sk_fecha_valor,sk_geografia,sk_tipologia,sk_perito,sk_confiabilidad,id_avaluo,numero_finca,corte,moneda,finalidad,fecha_valor,nivel_confiabilidad,credito_atribuible,tiene_credito,valor_garantia,saldo,ltv,dias_antiguedad,n_bloquea,n_revisa,saldo_equivalente_crc,exposicion_no_confiable
1,20251011,15,1,9,1,AV-2025-003710,4-653355-187,2026-03,USD,Actualización de garantía,2025-10-11,CONFIABLE,true,true,288898.00,180370.39,0.6243,171,0,0,91988898.9,
1,20251011,18,2,9,2,AV-2025-003174,4-501071,2026-03,USD,Garantía hipotecaria,2025-10-11,REVISAR,true,true,1605965.00,732284.16,0.456,171,0,1,373464921.6,
1,20251011,30,2,9,1,AV-2025-002307,1-251930,2026-03,USD,Leasing,2025-10-11,CONFIABLE,true,true,9171822.00,4230899.50,0.4613,171,0,0,2157758745.0,
1,20251011,32,3,1,1,AV-2025-003106,1-213115,2026-03,CRC,Garantía hipotecaria,2025-10-11,CONFIABLE,true,true,285767000.00,185338889.74,0.6486,171,0,0,185338889.74,
1,20251012,1,1,6,1,AV-2025-002100,2-311056-121,2026-03,USD,Garantía hipotecaria,2025-10-12,CONFIABLE,true,true,130108.00,77686.11,0.5971,170,0,0,39619916.1,
1,20251012,2,6,6,1,AV-2025-003613,2-888486,2026-03,USD,Garantía hipotecaria,2025-10-12,CONFIABLE,true,true,1981231.00,1496562.55,0.7554,170,0,0,763246900.5,
1,20251012,5,6,4,1,AV-2025-000119,2-929362,2026-03,CRC,Actualización de garantía,2025-10-12,CONFIABLE,true,true,24510532000.00,18363418073.44,0.7492,170,0,0,18363418073.44,
1,20251012,29,9,9,1,AV-2025-002216,1-282515,2026-03,CRC,Actualización de garantía,2025-10-12,CONFIABLE,true,true,265079000.00,135907954.53,0.5127,170,0,0,135907954.53,
1,20251012,31,3,4,1,AV-2025-002503,1-596796,2026-03,CRC,Garantía hipotecaria,2025-10-12,CONFIABLE,true,true,268937000.00,221925167.55,0.8252,170,0,0,221925167.55,
1,20251012,33,2,1,1,AV-2025-002151,1-724819,2026-03,USD,Actualización de garantía,2025-10-12,CONFIABLE,true,true,5081761.00,3709731.28,0.73,170,0,0,1891962952.8,
1,20251013,2,6,8,1,AV-2025-002219,2-351663,2026-03,CRC,Seguro,2025-10-13,CONFIABLE,true,false,10352969000.00,,,169,0,0,,
1,20251013,3,7,6,1,AV-2025-003694,2-615098,2026-03,CRC,Actualización de garantía,2025-10-13,CONFIABLE,true,true,795973000.00,555266374.98,0.6976,169,0,0,555266374.98,
1,20251013,4,3,8,2,AV-2025-000219,2-141010,2026-03,CRC,Garantía hipotecaria,2025-10-13,REVISAR,true,true,1062663000.00,207750149.23,0.1955,169,0,1,207750149.23,
1,20251013,8,3,7,1,AV-2025-000691,3-265037,2026-03,CRC,Actualización de garantía,2025-10-13,CONFIABLE,true,true,288696000.00,233441611.01,0.8086,169,0,0,233441611.01,
1,20251013,20,6,8,1,AV-2025-001942,7-723457,2026-03,CRC,Contable,2025-10-13,CONFIABLE,true,false,29508755000.00,,,169,0,0,,
1,20251013,26,1,8,2,AV-2025-000077,1-542214-330,2026-03,USD,Actualización de garantía,2025-10-13,REVISAR,true,true,103181.00,79766.61,0.7731,169,0,1,40680971.1,
1,20251013,26,4,8,1,AV-2025-001196,1-239100-020,2026-03,USD,Garantía hipotecaria,2025-10-13,CONFIABLE,true,true,273399.00,137582.82,0.5032,169,0,0,70167238.2,
1,20251013,27,7,3,1,AV-2025-001109,1-552257,2026-03,CRC,Actualización de garantía,2025-10-13,CONFIABLE,true,true,1000774000.00,625200349.56,0.6247,169,0,0,625200349.56,
1,20251014,3,3,9,1,AV-2025-003999,2-403775,2026-03,CRC,Leasing,2025-10-14,CONFIABLE,true,true,696739000.00,520116191.29,0.7465,168,0,0,520116191.29,
1,20251014,6,6,5,1,AV-2025-001938,2-156849,2026-03,CRC,Seguro,2025-10-14,CONFIABLE,true,false,8527630000.00,,,168,0,0,,
1,20251014,9,4,1,3,AV-2025-000830,3-105207-214,2026-03,CRC,Garantía hipotecaria,2025-10-14,NO_CONFIABLE,true,true,46839000.00,64084959.27,1.3682,168,1,0,64084959.27,64084959.27
1,20251014,15,3,1,1,AV-2025-003841,4-817689,2026-03,CRC,Seguro,2025-10-14,CONFIABLE,true,false,1028691000.00,,,168,0,0,,
1,20251014,25,3,8,1,AV-2025-000472,6-712497,2026-03,CRC,Garantía hipotecaria,2025-10-14,CONFIABLE,true,true,211452000.00,129752501.94,0.6136,168,0,0,129752501.94,
1,20251014,26,1,4,1,AV-2025-001389,1-430866-019,2026-03,USD,Actualización de garantía,2025-10-14,CONFIABLE,true,true,160304.00,79889.35,0.4984,168,0,0,40743568.5,
1,20251014,27,3,9,1,AV-2025-000055,1-636671,2026-03,CRC,Actualización de garantía,2025-10-14,CONFIABLE,true,true,549610000.00,431572981.95,0.7852,168,0,0,431572981.95,
1,20251014,28,7,7,1,AV-2025-002271,1-990190,2026-03,CRC,Compraventa,2025-10-14,CONFIABLE,true,false,411626000.00,,,168,0,0,,
1,20251014,35,3,5,1,AV-2025-000895,1-653640,2026-03,CRC,Garantía hipotecaria,2025-10-14,CONFIABLE,true,true,391347000.00,207566205.37,0.5304,168,0,0,207566205.37,
1,20251015,1,4,7,2,AV-2025-002171,2-883048-268,2026-03,USD,Actualización de garantía,2025-10-15,REVISAR,true,true,327918.00,235947.89,0.7195,167,0,1,120333423.9,
1,20251015,8,7,1,1,AV-2025-001014,3-171650,2026-03,CRC,Actualización de garantía,2025-10-15,CONFIABLE,true,true,1291106000.00,846912452.21,0.656,167,0,0,846912452.21,
1,20251015,11,1,8,1,AV-2025-003124,5-894435-111,2026-03,USD,Actualización de garantía,2025-10-15,CONFIABLE,true,true,591546.00,391136.89,0.6612,167,0,0,199479813.9,
1,20251015,11,4,7,1,AV-2025-001511,5-494886-277,2026-03,USD,Leasing,2025-10-15,CONFIABLE,true,true,825085.00,617051.03,0.7479,167,0,0,314696025.3,
1,20251015,18,3,1,1,AV-2025-003006,4-161378,2026-03,CRC,Actualización de garantía,2025-10-15,CONFIABLE,true,true,175881000.00,78456226.03,0.4461,167,0,0,78456226.03,
1,20251015,27,2,5,1,AV-2025-002844,1-944838,2026-03,USD,Garantía hipotecaria,2025-10-15,CONFIABLE,true,true,2284279.00,1119233.95,0.49,167,0,0,570809314.5,
1,20251015,28,1,4,1,AV-2025-002637,1-999644-106,2026-03,USD,Garantía hipotecaria,2025-10-15,CONFIABLE,true,true,392944.00,271874.84,0.6919,167,0,0,138656168.4,
1,20251015,28,7,1,1,AV-2025-001526,1-623555,2026-03,CRC,Leasing,2025-10-15,CONFIABLE,true,true,1168057000.00,577707803.83,0.4946,167,0,0,577707803.83,
1,20251016,15,1,1,1,AV-2025-000320,4-988280-011,2026-03,USD,Leasing,2025-10-16,CONFIABLE,true,true,182896.00,143385.82,0.784,166,0,0,73126768.2,
1,20251016,30,4,1,2,AV-2025-002706,1-590998-197,2026-03,USD,Leasing,2025-10-16,REVISAR,true,true,441298.00,267762.04,0.6068,166,0,1,136558640.39999998,
1,20251016,31,3,2,1,AV-2025-002096,1-244711,2026-03,CRC,Actualización de garantía,2025-10-16,CONFIABLE,true,true,181949000.00,118696095.06,0.6524,166,0,0,118696095.06,
1,20251017,15,9,6,1,AV-2025-000455,4-748765,2026-03,CRC,Actualización de garantía,2025-10-17,CONFIABLE,true,true,52112000.00,34573960.14,0.6635,165,0,0,34573960.14,
1,20251017,16,5,6,1,AV-2025-002421,4-421753,2026-03,USD,Leasing,2025-10-17,CONFIABLE,true,true,2559180.00,1869907.64,0.7307,165,0,0,953652896.4,
1,20251017,23,9,7,3,AV-2025-001028,6-340949,2026-03,CRC,Garantía hipotecaria,2025-10-17,NO_CONFIABLE,true,true,273465000.00,12378117.17,0.0453,165,1,1,12378117.17,12378117.17
1,20251017,26,3,3,2,AV-2025-001261,1-446708,2026-03,CRC,Actualización de garantía,2025-10-17,REVISAR,true,true,328245000.00,781328073.16,2.3803,165,0,1,781328073.16,
1,20251017,28,3,1,1,AV-2025-002754,1-742965,2026-03,USD,Leasing,2025-10-17,CONFIABLE,true,true,757151.00,477516.35,0.6307,165,0,0,243533338.5,
1,20251017,33,3,5,1,AV-2025-003358,1-579474,2026-03,CRC,Garantía hipotecaria,2025-10-17,CONFIABLE,true,true,232584000.00,191996737.75,0.8255,165,0,0,191996737.75,
1,20251017,34,4,3,1,AV-2025-000189,1-468339-140,2026-03,USD,Garantía hipotecaria,2025-10-17,CONFIABLE,true,true,439801.00,211744.78,0.4815,165,0,0,107989837.8,
1,20251017,34,4,7,3,AV-2025-000107,1-534833-172,2026-03,USD,Garantía hipotecaria,2025-10-17,NO_CONFIABLE,true,true,264020.00,149732.49,0.5671,165,1,0,76363569.89999999,149732.49
1,20251017,34,7,2,1,AV-2025-000387,1-912576,2026-03,CRC,Actualización de garantía,2025-10-17,CONFIABLE,true,true,2974362000.00,1756807906.45,0.5907,165,0,0,1756807906.45,
1,20251018,3,3,7,1,AV-2025-003960,2-518223,2026-03,USD,Actualización de garantía,2025-10-18,CONFIABLE,true,true,426788.00,201574.91,0.4723,164,0,0,102803204.10000001,
1,20251018,9,3,6,3,AV-2025-003004,3-507829,2026-03,CRC,Garantía hipotecaria,2025-10-18,NO_CONFIABLE,true,true,1960192000.00,1015660277.49,0.5181,164,1,1,1015660277.49,1015660277.49
1,20251018,21,7,6,1,AV-2025-002291,7-841232,2026-03,CRC,Garantía hipotecaria,2025-10-18,CONFIABLE,true,true,1074640000.00,756362317.47,0.7038,164,0,0,756362317.47,
1,20251018,25,3,3,1,AV-2025-002236,6-972302,2026-03,CRC,Garantía hipotecaria,2025-10-18,CONFIABLE,true,true,406438000.00,248981962.30,0.6126,164,0,0,248981962.3,
1,20251018,27,4,3,1,AV-2025-000927,1-480188-091,2026-03,CRC,Leasing,2025-10-18,CONFIABLE,true,true,292296000.00,233164275.25,0.7977,164,0,0,233164275.25,
1,20251018,34,2,3,1,AV-2025-003378,1-191574,2026-03,USD,Leasing,2025-10-18,CONFIABLE,true,true,10671728.00,8273761.36,0.7753,164,0,0,4219618293.6000004,
1,20251019,11,1,7,1,AV-2025-003675,5-908536-072,2026-03,USD,Compraventa,2025-10-19,CONFIABLE,true,false,1331655.00,,,163,0,0,,
1,20251019,16,3,9,1,AV-2025-002300,4-958154,2026-03,CRC,Garantía hipotecaria,2025-10-19,CONFIABLE,true,true,486040000.00,344806337.23,0.7094,163,0,0,344806337.23,
1,20251019,20,9,5,1,AV-2025-000466,7-775154,2026-03,CRC,Garantía hipotecaria,2025-10-19,CONFIABLE,true,true,27495000.00,20034943.27,0.7287,163,0,0,20034943.27,
1,20251019,21,3,5,1,AV-2025-002072,7-659269,2026-03,USD,Actualización de garantía,2025-10-19,CONFIABLE,true,true,503325.00,371205.94,0.7375,163,0,0,189315029.4,
1,20251019,24,9,4,1,AV-2025-002705,6-291027,2026-03,CRC,Actualización de garantía,2025-10-19,CONFIABLE,true,true,92333000.00,47723459.00,0.5169,163,0,0,47723459.0,
1,20251019,25,9,7,2,AV-2025-002124,6-669303,2026-03,CRC,Garantía hipotecaria,2025-10-19,REVISAR,true,true,589201000.00,68446327.39,0.1162,163,0,1,68446327.39,
1,20251019,25,9,7,3,AV-2025-000437,6-609658,2026-03,CRC,Contable,2025-10-19,NO_CONFIABLE,true,false,199249000.00,,,163,1,0,,
1,20251019,28,7,5,1,AV-2025-001682,1-750529,2026-03,CRC,Garantía hipotecaria,2025-10-19,CONFIABLE,true,true,530586000.00,333407128.84,0.6284,163,0,0,333407128.84,
1,20251019,30,2,2,1,AV-2025-003593,1-252844,2026-03,USD,Leasing,2025-10-19,CONFIABLE,true,true,9584050.00,7549588.93,0.7877,163,0,0,3850290354.2999997,
1,20251020,5,9,3,2,AV-2025-002025,2-318121,2026-03,CRC,Leasing,2025-10-20,REVISAR,true,true,16177000.00,101265832.65,6.2599,162,0,1,101265832.65,
1,20251020,13,3,3,1,AV-2025-003923,5-396708,2026-03,CRC,Garantía hipotecaria,2025-10-20,CONFIABLE,true,true,279115000.00,125514723.82,0.4497,162,0,0,125514723.82,
1,20251020,15,2,1,1,AV-2025-002850,4-520083,2026-03,USD,Seguro,2025-10-20,CONFIABLE,true,false,4886939.00,,,162,0,0,,
1,20251020,15,2,7,2,AV-2025-002922,4-353684,2026-03,CRC,Contable,2025-10-20,REVISAR,true,false,5273314000.00,,,162,0,1,,
1,20251020,31,6,2,1,AV-2025-000746,1-286241,2026-03,CRC,Contable,2025-10-20,CONFIABLE,true,false,1994594000.00,,,162,0,0,,
1,20251020,33,4,8,2,AV-2025-002293,1-298127-042,2026-03,USD,Actualización de garantía,2025-10-20,REVISAR,true,true,689363.00,356300.74,0.5169,162,0,1,181713377.4,
1,20251020,34,3,2,1,AV-2025-000021,1-165219,2026-03,CRC,Actualización de garantía,2025-10-20,CONFIABLE,true,true,414961000.00,209736513.94,0.5054,162,0,0,209736513.94,
1,20251021,4,3,9,1,AV-2025-002856,2-844768,2026-03,CRC,Actualización de garantía,2025-10-21,CONFIABLE,true,true,487591000.00,276822563.21,0.5677,161,0,0,276822563.21,
1,20251021,7,1,6,1,AV-2025-001611,3-755378-011,2026-03,USD,Leasing,2025-10-21,CONFIABLE,true,true,186345.00,142539.81,0.7649,161,0,0,72695303.1,
1,20251021,9,1,9,1,AV-2025-000952,3-415466-116,2026-03,USD,Garantía hipotecaria,2025-10-21,CONFIABLE,true,true,319929.00,146234.23,0.4571,161,0,0,74579457.30000001,
1,20251021,9,3,9,1,AV-2025-002061,3-457753,2026-03,CRC,Leasing,2025-10-21,CONFIABLE,true,true,169108000.00,117044153.42,0.6921,161,0,0,117044153.42,
1,20251021,18,3,4,1,AV-2025-001801,4-791696,2026-03,CRC,Actualización de garantía,2025-10-21,CONFIABLE,true,true,888256000.00,710757803.72,0.8002,161,0,0,710757803.72,
1,20251021,31,9,5,1,AV-2025-001349,1-158805,2026-03,CRC,Actualización de garantía,2025-10-21,CONFIABLE,true,true,22020000.00,16600082.51,0.7539,161,0,0,16600082.51,
1,20251022,8,3,3,1,AV-2025-003661,3-168010,2026-03,CRC,Garantía hipotecaria,2025-10-22,CONFIABLE,true,true,649233000.00,368366547.33,0.5674,160,0,0,368366547.33,
1,20251022,9,3,9,1,AV-2025-003938,3-756269,2026-03,CRC,Actualización de garantía,2025-10-22,CONFIABLE,true,true,172642000.00,81866505.64,0.4742,160,0,0,81866505.64,
1,20251022,14,9,7,1,AV-2025-000624,5-746593,2026-03,USD,Contable,2025-10-22,CONFIABLE,true,false,166661.00,,,160,0,0,,
1,20251022,23,1,4,2,AV-2025-002994,6-724115-212,2026-03,USD,Actualización de garantía,2025-10-22,REVISAR,true,true,901379.00,155477.76,0.1725,160,0,1,79293657.60000001,
1,20251022,30,4,1,1,AV-2025-000260,1-516895-072,2026-03,USD,Garantía hipotecaria,2025-10-22,CONFIABLE,true,true,562401.00,343150.20,0.6102,160,0,0,175006602.0,
1,20251022,30,4,1,1,AV-2025-000596,1-642360-310,2026-03,USD,Garantía hipotecaria,2025-10-22,CONFIABLE,true,true,357908.00,162476.45,0.454,160,0,0,82862989.5,
1,20251023,1,1,1,2,AV-2025-002680,2-790797-239,2026-03,USD,Garantía hipotecaria,2025-10-23,REVISAR,true,true,154197.00,83150.74,0.5393,159,0,1,42406877.400000006,
1,20251023,1,4,6,1,AV-2025-000589,2-124272-288,2026-03,USD,Leasing,2025-10-23,CONFIABLE,true,true,626840.00,448459.51,0.7154,159,0,0,228714350.1,
1,20251023,11,9,4,1,AV-2025-000790,5-179347,2026-03,CRC,Garantía hipotecaria,2025-10-23,CONFIABLE,true,true,294969000.00,192107349.31,0.6513,159,0,0,192107349.31,
1,20251023,12,9,4,3,AV-2025-000355, ,2026-03,CRC,Leasing,2025-10-23,NO_CONFIABLE,true,true,60137000.00,27169809.20,0.4518,159,1,0,27169809.2,27169809.20
1,20251023,17,2,9,1,AV-2025-001301,4-363482,2026-03,USD,Garantía hipotecaria,2025-10-23,CONFIABLE,true,true,2551625.00,1548483.33,0.6069,159,0,0,789726498.3000001,
1,20251023,17,4,1,1,AV-2025-001203,4-469992-063,2026-03,USD,Actualización de garantía,2025-10-23,CONFIABLE,true,true,301964.00,140113.98,0.464,159,0,0,71458129.80000001,
1,20251023,18,3,7,1,AV-2025-003706,4-201449,2026-03,CRC,Garantía hipotecaria,2025-10-23,CONFIABLE,true,true,244268000.00,173443881.68,0.7101,159,0,0,173443881.68,
1,20251023,26,3,9,1,AV-2025-000578,1-916293,2026-03,USD,Leasing,2025-10-23,CONFIABLE,true,true,443889.00,280970.33,0.633,159,0,0,143294868.3,
1,20251023,29,3,8,3,AV-2025-002612,1-223164,2026-03,CRC,Actualización de garantía,2025-10-23,NO_CONFIABLE,true,true,403046000.00,345030291.80,0.8561,159,1,0,345030291.8,345030291.80
1,20251024,1,1,4,1,AV-2025-001003,2-372432-377,2026-03,USD,Leasing,2025-10-24,CONFIABLE,true,true,347303.00,233175.69,0.6714,158,0,0,118919601.9,
1,20251024,2,8,1,1,AV-2025-000079,2-629843,2026-03,CRC,Actualización de garantía,2025-10-24,CONFIABLE,true,true,4859789000.00,2667218107.83,0.5488,158,0,0,2667218107.83,
1,20251024,14,3,1,1,AV-2025-002591,5-553989,2026-03,CRC,Leasing,2025-10-24,CONFIABLE,true,true,342447000.00,169238967.84,0.4942,158,0,0,169238967.84,
1,20251024,21,9,8,1,AV-2025-001539,7-110975,2026-03,CRC,Compraventa,2025-10-24,CONFIABLE,true,false,17745000.00,,,158,0,0,,
1,20251024,24,3,5,1,AV-2025-003798,6-369526,2026-03,CRC,Garantía hipotecaria,2025-10-24,CONFIABLE,true,true,258194000.00,201367639.29,0.7799,158,0,0,201367639.29,
1,20251024,30,3,9,1,AV-2025-002832,1-522905,2026-03,CRC,Garantía hipotecaria,2025-10-24,CONFIABLE,true,true,398974000.00,313270343.54,0.7852,158,0,0,313270343.54,
1,20251024,34,1,2,3,AV-2025-001073,1-497021-212,2026-03,USD,Garantía hipotecaria,2025-10-24,NO_CONFIABLE,true,true,797386.00,580836.00,0.7284,158,1,0,296226360.0,580836.00
1,20251025,1,3,7,1,AV-2025-002267,2-534828,2026-03,CRC,Actualización de garantía,2025-10-25,CONFIABLE,true,true,817609000.00,555432789.34,0.6793,157,0,0,555432789.34,
1,20251025,1,9,2,1,AV-2025-003172,2-384151,2026-03,CRC,Leasing,2025-10-25,CONFIABLE,true,true,319771000.00,177249790.28,0.5543,157,0,0,177249790.28,
1,20251025,3,3,5,1,AV-2025-002451,2-890553,2026-03,CRC,Actualización de garantía,2025-10-25,CONFIABLE,true,true,500338000.00,386069926.20,0.7716,157,0,0,386069926.2,
1,20251025,17,2,9,2,AV-2025-000050,4-960038,2026-03,CRC,Leasing,2025-10-25,REVISAR,true,true,12907105000.00,2944131599.68,0.2281,157,0,1,2944131599.68,
1,20251025,29,2,4,1,AV-2025-001031,1-473079,2026-03,USD,Seguro,2025-10-25,CONFIABLE,true,false,2160463.00,,,157,0,0,,
1,20251025,29,3,8,1,AV-2025-003627,1-332991,2026-03,CRC,Garantía hipotecaria,2025-10-25,CONFIABLE,true,true,177603000.00,124418386.86,0.7005,157,0,0,124418386.86,
1,20251025,34,9,1,3,AV-2025-001470,1-517889,2026-03,USD,Leasing,2025-10-25,NO_CONFIABLE,true,true,3940571.00,419982.12,0.1066,157,1,1,214190881.2,419982.12
1,20251025,35,4,4,1,AV-2025-002906,1-206640-325,2026-03,USD,Garantía hipotecaria,2025-10-25,CONFIABLE,true,true,461259.00,335685.89,0.7278,157,0,0,171199803.9,
1,20251026,7,3,5,1,AV-2025-002617,3-678751,2026-03,CRC,Seguro,2025-10-26,CONFIABLE,true,false,405487000.00,,,156,0,0,,
1,20251026,8,7,1,1,AV-2025-003341,3-644472,2026-03,CRC,Garantía hipotecaria,2025-10-26,CONFIABLE,true,true,3030246000.00,1963699585.85,0.648,156,0,0,1963699585.85,
1,20251026,15,3,8,1,AV-2025-001457,4-170241,2026-03,CRC,Garantía hipotecaria,2025-10-26,CONFIABLE,true,true,478022000.00,322227813.00,0.6741,156,0,0,322227813.0,
1,20251026,19,6,4,1,AV-2025-001898,4-240047,2026-03,CRC,Garantía hipotecaria,2025-10-26,CONFIABLE,true,true,2613619000.00,1576745035.21,0.6033,156,0,0,1576745035.21,
1,20251026,22,3,3,1,AV-2025-002223,7-855297,2026-03,CRC,Garantía hipotecaria,2025-10-26,CONFIABLE,true,true,1197735000.00,851481182.21,0.7109,156,0,0,851481182.21,
1,20251026,24,3,1,1,AV-2025-000155,6-894427,2026-03,CRC,Contable,2025-10-26,CONFIABLE,true,false,221692000.00,,,156,0,0,,
1,20251026,25,9,6,1,AV-2025-000250,6-771339,2026-03,CRC,Seguro,2025-10-26,CONFIABLE,true,false,242439000.00,,,156,0,0,,
1,20251026,30,1,6,3,AV-2025-003877,1-132633-295,2026-03,USD,Actualización de garantía,2025-10-26,NO_CONFIABLE,false,false,93470.00,,,156,1,0,,
1,20251026,32,3,6,1,AV-2025-001772,1-252613,2026-03,USD,Garantía hipotecaria,2025-10-26,CONFIABLE,true,true,496044.00,222859.45,0.4493,156,0,0,113658319.5,
1,20251026,33,1,3,1,AV-2025-002442,1-503237-309,2026-03,USD,Garantía hipotecaria,2025-10-26,CONFIABLE,true,true,464578.00,240782.71,0.5183,156,0,0,122799182.1,
1,20251027,6,6,2,2,AV-2025-003547,2-837495,2026-03,CRC,Actualización de garantía,2025-10-27,REVISAR,true,true,6317938000.00,2580390505.65,0.4084,155,0,1,2580390505.65,
1,20251027,8,9,2,1,AV-2025-000239,3-846376,2026-03,CRC,Garantía hipotecaria,2025-10-27,CONFIABLE,true,true,105241000.00,68190928.24,0.648,155,0,0,68190928.24,
1,20251027,11,4,9,1,AV-2025-000839,5-833087-057,2026-03,USD,Actualización de garantía,2025-10-27,CONFIABLE,true,true,378410.00,249453.50,0.6592,155,0,0,127221285.0,
1,20251027,17,7,5,1,AV-2025-001624,4-371055,2026-03,USD,Garantía hipotecaria,2025-10-27,CONFIABLE,true,true,708176.00,493477.45,0.6968,155,0,0,251673499.5,
1,20251027,18,1,2,1,AV-2025-000432,4-808594-025,2026-03,USD,Garantía hipotecaria,2025-10-27,CONFIABLE,true,true,230057.00,151365.78,0.6579,155,0,0,77196547.8,
1,20251027,27,2,2,1,AV-2025-000051,1-772249,2026-03,USD,Garantía hipotecaria,2025-10-27,CONFIABLE,true,true,11535130.00,5539175.92,0.4802,155,0,0,2824979719.2,
1,20251027,28,3,4,1,AV-2025-002139,1-238476,2026-03,CRC,Seguro,2025-10-27,CONFIABLE,true,false,1073166000.00,,,155,0,0,,
1,20251027,29,3,2,1,AV-2025-002161,1-123554,2026-03,CRC,Leasing,2025-10-27,CONFIABLE,true,true,589478000.00,398082381.30,0.6753,155,0,0,398082381.3,
1,20251027,30,4,2,1,AV-2025-003539,1-460691-180,2026-03,USD,Contable,2025-10-27,CONFIABLE,true,false,331642.00,,,155,0,0,,
1,20251027,30,7,5,1,AV-2025-003238,1-195512,2026-03,CRC,Compraventa,2025-10-27,CONFIABLE,true,false,2932242000.00,,,155,0,0,,
1,20251027,34,4,1,2,AV-2025-002432,1-862218-115,2026-03,USD,Actualización de garantía,2025-10-27,REVISAR,true,true,932234.00,702027.09,0.7531,155,0,1,358033815.9,
1,20251028,9,3,9,2,AV-2025-003415,3-769857,2026-03,USD,Compraventa,2025-10-28,REVISAR,true,false,257689.00,,,154,0,1,,
1,20251028,10,3,1,1,AV-2025-002444,3-288100,2026-03,CRC,Actualización de garantía,2025-10-28,CONFIABLE,true,true,139297000.00,107897741.59,0.7746,154,0,0,107897741.59,
1,20251028,10,7,1,1,AV-2025-001640,3-379405,2026-03,CRC,Seguro,2025-10-28,CONFIABLE,true,false,449444000.00,,,154,0,0,,
1,20251028,24,6,6,1,AV-2025-003023,6-910915,2026-03,CRC,Garantía hipotecaria,2025-10-28,CONFIABLE,true,true,5693834000.00,4510016216.76,0.7921,154,0,0,4510016216.76,
1,20251028,29,4,9,1,AV-2025-001889,1-719186-024,2026-03,USD,Garantía hipotecaria,2025-10-28,CONFIABLE,true,true,180688.00,87084.16,0.482,154,0,0,44412921.6,
1,20251028,30,1,7,1,AV-2025-001367,1-556644-281,2026-03,USD,Leasing,2025-10-28,CONFIABLE,true,true,616439.00,443297.90,0.7191,154,0,0,226081929.0,
1,20251028,30,3,8,1,AV-2025-000196,1-400697,2026-03,CRC,Garantía hipotecaria,2025-10-28,CONFIABLE,true,true,473765000.00,366965952.31,0.7746,154,0,0,366965952.31,
1,20251029,1,1,7,1,AV-2025-000862,2-957586-133,2026-03,USD,Leasing,2025-10-29,CONFIABLE,true,true,516541.00,287233.93,0.5561,153,0,0,146489304.29999998,
1,20251029,1,1,7,1,AV-2025-003473,2-616235-194,2026-03,CRC,Actualización de garantía,2025-10-29,CONFIABLE,true,true,237561000.00,128913365.40,0.5427,153,0,0,128913365.4,
1,20251029,1,1,9,1,AV-2025-003980,2-301215-185,2026-03,USD,Garantía hipotecaria,2025-10-29,CONFIABLE,true,true,660175.00,490615.20,0.7432,153,0,0,250213752.0,
1,20251029,9,3,6,1,AV-2025-000123,3-945458,2026-03,CRC,Leasing,2025-10-29,CONFIABLE,true,true,304969000.00,226414657.25,0.7424,153,0,0,226414657.25,
1,20251029,15,3,5,1,AV-2025-000670,4-140162,2026-03,CRC,Garantía hipotecaria,2025-10-29,CONFIABLE,true,true,969685000.00,621658028.37,0.6411,153,0,0,621658028.37,
1,20251029,15,4,4,3,AV-2025-000332,4-344993-103,2026-03,USD,Actualización de garantía,2025-10-29,NO_CONFIABLE,true,true,593329.00,264253.87,0.4454,153,1,1,134769473.7,264253.87
1,20251029,24,3,2,1,AV-2025-002272,6-642572,2026-03,CRC,Leasing,2025-10-29,CONFIABLE,true,true,289361000.00,201996932.21,0.6981,153,0,0,201996932.21,
1,20251029,28,7,9,1,AV-2025-002872,1-911572,2026-03,CRC,Leasing,2025-10-29,CONFIABLE,true,true,257649000.00,183709951.04,0.713,153,0,0,183709951.04,
1,20251029,30,9,5,1,AV-2025-001445,1-155115,2026-03,CRC,Contable,2025-10-29,CONFIABLE,true,false,271308000.00,,,153,0,0,,
1,20251030,6,6,2,1,AV-2025-001242,2-631517,2026-03,CRC,Garantía hipotecaria,2025-10-30,CONFIABLE,true,true,2864546000.00,2017231987.40,0.7042,152,0,0,2017231987.4,
1,20251030,11,1,7,1,AV-2025-000526,5-523863-049,2026-03,USD,Actualización de garantía,2025-10-30,CONFIABLE,true,true,635671.00,527770.65,0.8303,152,0,0,269163031.5,
1,20251030,16,1,8,1,AV-2025-001764,4-151728-204,2026-03,USD,Leasing,2025-10-30,CONFIABLE,true,true,162973.00,73096.59,0.4485,152,0,0,37279260.9,
1,20251030,26,1,2,1,AV-2025-001723,1-305034-105,2026-03,USD,Leasing,2025-10-30,CONFIABLE,true,true,355163.00,266287.79,0.7498,152,0,0,135806772.89999998,
1,20251030,27,2,8,1,AV-2025-002687,1-672402,2026-03,USD,Actualización de garantía,2025-10-30,CONFIABLE,true,true,7444485.00,4158652.28,0.5586,152,0,0,2120912662.8,
1,20251030,27,3,9,1,AV-2025-002595,1-266582,2026-03,CRC,Leasing,2025-10-30,CONFIABLE,true,true,603659000.00,423547213.78,0.7016,152,0,0,423547213.78,
1,20251030,27,9,6,1,AV-2025-002188,1-336650,2026-03,CRC,Garantía hipotecaria,2025-10-30,CONFIABLE,true,true,146332000.00,66225603.66,0.4526,152,0,0,66225603.66,
