sk_corte,sk_regla,sk_fecha_valor,sk_geografia,sk_tipologia,sk_perito,sk_confiabilidad,id_avaluo,numero_finca,corte,rule_id,accion,campo,valor_observado,condicion_esperada,incidencias
1,8,20211026,10,3,1,2,AV-2025-000836,3-782102,2026-03,R-08,REVISA,fecha_valor,2021-10-26,no anterior a 2024-03-31 (24 meses),1
1,8,20211028,16,9,3,2,AV-2026-003173,4-263548,2026-03,R-08,REVISA,fecha_valor,2021-10-28,no anterior a 2024-03-31 (24 meses),1
1,8,20211103,16,3,4,2,AV-2025-001184,4-559852,2026-03,R-08,REVISA,fecha_valor,2021-11-03,no anterior a 2024-03-31 (24 meses),1
1,8,20211104,11,1,1,2,AV-2025-003831,5-838664-331,2026-03,R-08,REVISA,fecha_valor,2021-11-04,no anterior a 2024-03-31 (24 meses),1
1,8,20211104,12,3,4,2,AV-2025-003806,5-410892,2026-03,R-08,REVISA,fecha_valor,2021-11-04,no anterior a 2024-03-31 (24 meses),1
1,8,20211104,29,3,7,2,AV-2025-002289,1-211298,2026-03,R-08,REVISA,fecha_valor,2021-11-04,no anterior a 2024-03-31 (24 meses),1
1,8,20211110,7,7,7,2,AV-2025-000302,3-496468,2026-03,R-08,REVISA,fecha_valor,2021-11-10,no anterior a 2024-03-31 (24 meses),1
1,8,20211110,35,1,3,2,AV-2026-001576,1-753264-287,2026-03,R-08,REVISA,fecha_valor,2021-11-10,no anterior a 2024-03-31 (24 meses),1
1,8,20211111,16,1,2,2,AV-2025-000514,4-745864-373,2026-03,R-08,REVISA,fecha_valor,2021-11-11,no anterior a 2024-03-31 (24 meses),1
1,8,20211115,12,8,9,2,AV-2026-002193,5-582858,2026-03,R-08,REVISA,fecha_valor,2021-11-15,no anterior a 2024-03-31 (24 meses),1
1,8,20211118,14,3,3,2,AV-2025-002669,5-563692,2026-03,R-08,REVISA,fecha_valor,2021-11-18,no anterior a 2024-03-31 (24 meses),1
1,8,20211119,11,4,4,2,AV-2025-003484,5-840775-066,2026-03,R-08,REVISA,fecha_valor,2021-11-19,no anterior a 2024-03-31 (24 meses),1
1,8,20211120,24,8,9,2,AV-2025-002528,6-897496,2026-03,R-08,REVISA,fecha_valor,2021-11-20,no anterior a 2024-03-31 (24 meses),1
1,8,20211121,9,9,3,2,AV-2025-001744,3-339080,2026-03,R-08,REVISA,fecha_valor,2021-11-21,no anterior a 2024-03-31 (24 meses),1
1,8,20211123,22,4,3,3,AV-2025-002357,7-834683-044,2026-03,R-08,REVISA,fecha_valor,2021-11-23,no anterior a 2024-03-31 (24 meses),1
1,8,20211124,16,1,7,2,AV-2024-000838,4-609029-114,2026-03,R-08,REVISA,fecha_valor,2021-11-24,no anterior a 2024-03-31 (24 meses),1
1,8,20211125,35,3,2,2,AV-2025-001366,1-630542,2026-03,R-08,REVISA,fecha_valor,2021-11-25,no anterior a 2024-03-31 (24 meses),1
1,8,20211128,17,7,7,2,AV-2024-003714,4-193441,2026-03,R-08,REVISA,fecha_valor,2021-11-28,no anterior a 2024-03-31 (24 meses),1
1,8,20211204,1,3,7,2,AV-2025-000904,2-484925,2026-03,R-08,REVISA,fecha_valor,2021-12-04,no anterior a 2024-03-31 (24 meses),1
1,8,20211205,1,5,3,2,AV-2025-000950,2-944416,2026-03,R-08,REVISA,fecha_valor,2021-12-05,no anterior a 2024-03-31 (24 meses),1
1,8,20211208,5,9,3,2,AV-2025-002177,2-334611,2026-03,R-08,REVISA,fecha_valor,2021-12-08,no anterior a 2024-03-31 (24 meses),1
1,8,20211209,18,3,1,2,AV-2024-000297,4-486309,2026-03,R-08,REVISA,fecha_valor,2021-12-09,no anterior a 2024-03-31 (24 meses),1
1,8,20211211,25,9,8,2,AV-2025-001129,6-191382,2026-03,R-08,REVISA,fecha_valor,2021-12-11,no anterior a 2024-03-31 (24 meses),1
1,8,20211212,26,3,6,2,AV-2025-003273,1-824668,2026-03,R-08,REVISA,fecha_valor,2021-12-12,no anterior a 2024-03-31 (24 meses),1
1,8,20211213,9,9,6,2,AV-2025-003639,3-508601,2026-03,R-08,REVISA,fecha_valor,2021-12-13,no anterior a 2024-03-31 (24 meses),1
1,8,20211213,22,1,4,2,AV-2025-003662,7-565828-300,2026-03,R-08,REVISA,fecha_valor,2021-12-13,no anterior a 2024-03-31 (24 meses),1
1,8,20211213,34,3,9,2,AV-2025-000099,1-144025,2026-03,R-08,REVISA,fecha_valor,2021-12-13,no anterior a 2024-03-31 (24 meses),1
1,8,20211218,1,1,4,2,AV-2024-001750,2-218485-214,2026-03,R-08,REVISA,fecha_valor,2021-12-18,no anterior a 2024-03-31 (24 meses),1
1,8,20211218,18,3,3,2,AV-2025-000631,4-855040,2026-03,R-08,REVISA,fecha_valor,2021-12-18,no anterior a 2024-03-31 (24 meses),1
1,8,20211218,27,9,6,2,AV-2026-001778,1-649769,2026-03,R-08,REVISA,fecha_valor,2021-12-18,no anterior a 2024-03-31 (24 meses),1
1,8,20211218,30,3,3,2,AV-2025-002934,1-450726,2026-03,R-08,REVISA,fecha_valor,2021-12-18,no anterior a 2024-03-31 (24 meses),1
1,8,20211221,21,8,6,2,AV-2025-000542,7-757614,2026-03,R-08,REVISA,fecha_valor,2021-12-21,no anterior a 2024-03-31 (24 meses),1
1,8,20211221,26,7,9,2,AV-2025-000516,1-452356,2026-03,R-08,REVISA,fecha_valor,2021-12-21,no anterior a 2024-03-31 (24 meses),1
1,8,20211223,4,7,8,3,AV-2026-000899,2-222345,2026-03,R-08,REVISA,fecha_valor,2021-12-23,no anterior a 2024-03-31 (24 meses),1
1,8,20211223,29,3,3,2,AV-2025-003278,1-284165,2026-03,R-08,REVISA,fecha_valor,2021-12-23,no anterior a 2024-03-31 (24 meses),1
1,8,20211224,34,5,2,2,AV-2025-000563,1-621519,2026-03,R-08,REVISA,fecha_valor,2021-12-24,no anterior a 2024-03-31 (24 meses),1
1,8,20211226,1,4,3,2,AV-2025-000251,2-611205-092,2026-03,R-08,REVISA,fecha_valor,2021-12-26,no anterior a 2024-03-31 (24 meses),1
1,8,20211228,16,3,7,2,AV-2024-002517,4-812171,2026-03,R-08,REVISA,fecha_valor,2021-12-28,no anterior a 2024-03-31 (24 meses),1
1,8,20220104,17,3,3,2,AV-2024-003148,4-471647,2026-03,R-08,REVISA,fecha_valor,2022-01-04,no anterior a 2024-03-31 (24 meses),1
1,8,20220104,32,3,3,2,AV-2025-000909,1-423164,2026-03,R-08,REVISA,fecha_valor,2022-01-04,no anterior a 2024-03-31 (24 meses),1
1,8,20220106,4,8,3,2,AV-2025-001726,2-489240,2026-03,R-08,REVISA,fecha_valor,2022-01-06,no anterior a 2024-03-31 (24 meses),1
1,8,20220106,27,9,3,2,AV-2025-001309,1-367137,2026-03,R-08,REVISA,fecha_valor,2022-01-06,no anterior a 2024-03-31 (24 meses),1
1,8,20220114,30,7,3,2,AV-2026-003054,1-470895,2026-03,R-08,REVISA,fecha_valor,2022-01-14,no anterior a 2024-03-31 (24 meses),1
1,8,20220115,7,1,3,3,AV-2025-003376,3-532515-331,2026-03,R-08,REVISA,fecha_valor,2022-01-15,no anterior a 2024-03-31 (24 meses),1
1,8,20220116,20,9,3,2,AV-2025-001219,7-923578,2026-03,R-08,REVISA,fecha_valor,2022-01-16,no anterior a 2024-03-31 (24 meses),1
1,8,20220116,25,9,9,2,AV-2024-003758,6-412551,2026-03,R-08,REVISA,fecha_valor,2022-01-16,no anterior a 2024-03-31 (24 meses),1
1,8,20220122,29,4,1,2,AV-2024-001661,1-285547-381,2026-03,R-08,REVISA,fecha_valor,2022-01-22,no anterior a 2024-03-31 (24 meses),1
1,8,20220124,35,3,8,2,AV-2025-000104,1-832379,2026-03,R-08,REVISA,fecha_valor,2022-01-24,no anterior a 2024-03-31 (24 meses),1
1,8,20220125,9,3,3,2,AV-2025-000707,3-163994,2026-03,R-08,REVISA,fecha_valor,2022-01-25,no anterior a 2024-03-31 (24 meses),1
1,8,20220125,23,1,7,2,AV-2025-000737,6-449218-070,2026-03,R-08,REVISA,fecha_valor,2022-01-25,no anterior a 2024-03-31 (24 meses),1
1,8,20220128,26,4,4,2,AV-2026-003909,1-674997-321,2026-03,R-08,REVISA,fecha_valor,2022-01-28,no anterior a 2024-03-31 (24 meses),1
1,8,20220129,27,7,7,2,AV-2025-000138,1-167395,2026-03,R-08,REVISA,fecha_valor,2022-01-29,no anterior a 2024-03-31 (24 meses),1
1,8,20220201,33,4,3,2,AV-2025-003460,1-650143-310,2026-03,R-08,REVISA,fecha_valor,2022-02-01,no anterior a 2024-03-31 (24 meses),1
1,8,20220202,11,9,9,2,AV-2025-003031,5-713933,2026-03,R-08,REVISA,fecha_valor,2022-02-02,no anterior a 2024-03-31 (24 meses),1
1,8,20220204,13,3,1,2,AV-2025-001955,5-130762,2026-03,R-08,REVISA,fecha_valor,2022-02-04,no anterior a 2024-03-31 (24 meses),1
1,8,20220207,7,1,9,3,AV-2025-001648,3-277831-070,2026-03,R-08,REVISA,fecha_valor,2022-02-07,no anterior a 2024-03-31 (24 meses),1
1,8,20220207,22,9,8,2,AV-2025-001504,7-537777,2026-03,R-08,REVISA,fecha_valor,2022-02-07,no anterior a 2024-03-31 (24 meses),1
1,8,20220210,29,9,3,2,AV-2025-001617,1-806626,2026-03,R-08,REVISA,fecha_valor,2022-02-10,no anterior a 2024-03-31 (24 meses),1
1,8,20220213,1,1,9,2,AV-2025-000215,2-107489-173,2026-03,R-08,REVISA,fecha_valor,2022-02-13,no anterior a 2024-03-31 (24 meses),1
1,8,20220213,29,1,3,2,AV-2026-000867,1-302752-046,2026-03,R-08,REVISA,fecha_valor,2022-02-13,no anterior a 2024-03-31 (24 meses),1
1,8,20220217,17,3,9,2,AV-2024-003772,4-249964,2026-03,R-08,REVISA,fecha_valor,2022-02-17,no anterior a 2024-03-31 (24 meses),1
1,8,20220217,19,3,6,2,AV-2026-003787,4-527241,2026-03,R-08,REVISA,fecha_valor,2022-02-17,no anterior a 2024-03-31 (24 meses),1
1,8,20220221,20,2,2,2,AV-2025-000143,7-898219,2026-03,R-08,REVISA,fecha_valor,2022-02-21,no anterior a 2024-03-31 (24 meses),1
1,8,20220224,10,9,6,2,AV-2025-001249,3-866150,2026-03,R-08,REVISA,fecha_valor,2022-02-24,no anterior a 2024-03-31 (24 meses),1
1,8,20220224,27,4,9,2,AV-2024-001844,1-586811-389,2026-03,R-08,REVISA,fecha_valor,2022-02-24,no anterior a 2024-03-31 (24 meses),1
1,8,20220225,15,1,2,2,AV-2024-000405,4-629328-125,2026-03,R-08,REVISA,fecha_valor,2022-02-25,no anterior a 2024-03-31 (24 meses),1
1,8,20220310,25,3,3,2,AV-2024-000477,6-883218,2026-03,R-08,REVISA,fecha_valor,2022-03-10,no anterior a 2024-03-31 (24 meses),1
1,8,20220312,4,6,3,2,AV-2026-000591,2-705394,2026-03,R-08,REVISA,fecha_valor,2022-03-12,no anterior a 2024-03-31 (24 meses),1
1,8,20220312,8,7,5,3,AV-2025-001909,3-860299,2026-03,R-08,REVISA,fecha_valor,2022-03-12,no anterior a 2024-03-31 (24 meses),1
1,8,20220313,14,1,2,2,AV-2025-001052,5-673971-081,2026-03,R-08,REVISA,fecha_valor,2022-03-13,no anterior a 2024-03-31 (24 meses),1
1,8,20220319,14,4,7,3,AV-2024-003445,5-692242-165,2026-03,R-08,REVISA,fecha_valor,2022-03-19,no anterior a 2024-03-31 (24 meses),1
1,8,20220320,16,3,3,2,AV-2025-001702,4-174066,2026-03,R-08,REVISA,fecha_valor,2022-03-20,no anterior a 2024-03-31 (24 meses),1
1,8,20220321,15,1,6,2,AV-2025-002661,4-925059-074,2026-03,R-08,REVISA,fecha_valor,2022-03-21,no anterior a 2024-03-31 (24 meses),1
1,8,20220321,29,3,7,2,AV-2024-000829,1-512586,2026-03,R-08,REVISA,fecha_valor,2022-03-21,no anterior a 2024-03-31 (24 meses),1
1,8,20220321,29,3,8,2,AV-2025-003943,1-714627,2026-03,R-08,REVISA,fecha_valor,2022-03-21,no anterior a 2024-03-31 (24 meses),1
1,8,20220322,23,9,6,2,AV-2025-001071,6-609129,2026-03,R-08,REVISA,fecha_valor,2022-03-22,no anterior a 2024-03-31 (24 meses),1
1,8,20220322,35,3,3,2,AV-2026-003486,1-110394,2026-03,R-08,REVISA,fecha_valor,2022-03-22,no anterior a 2024-03-31 (24 meses),1
1,8,20220323,30,3,9,2,AV-2025-000136,1-465456,2026-03,R-08,REVISA,fecha_valor,2022-03-23,no anterior a 2024-03-31 (24 meses),1
1,8,20220324,27,3,7,2,AV-2026-002429,1-457235,2026-03,R-08,REVISA,fecha_valor,2022-03-24,no anterior a 2024-03-31 (24 meses),1
1,8,20220324,33,1,3,2,AV-2025-002660,1-399580-019,2026-03,R-08,REVISA,fecha_valor,2022-03-24,no anterior a 2024-03-31 (24 meses),1
1,8,20220325,1,5,7,2,AV-2025-003432,2-696035,2026-03,R-08,REVISA,fecha_valor,2022-03-25,no anterior a 2024-03-31 (24 meses),1
1,8,20220325,28,4,2,2,AV-2025-000329,1-636225-327,2026-03,R-08,REVISA,fecha_valor,2022-03-25,no anterior a 2024-03-31 (24 meses),1
1,8,20220326,8,7,3,2,AV-2026-003342,3-475880,2026-03,R-08,REVISA,fecha_valor,2022-03-26,no anterior a 2024-03-31 (24 meses),1
1,8,20220328,7,1,8,2,AV-2025-001253,3-719399-024,2026-03,R-08,REVISA,fecha_valor,2022-03-28,no anterior a 2024-03-31 (24 meses),1
1,8,20220330,16,5,7,2,AV-2024-003267,4-682504,2026-03,R-08,REVISA,fecha_valor,2022-03-30,no anterior a 2024-03-31 (24 meses),1
1,8,20220331,35,3,3,2,AV-2025-000976,1-494308,2026-03,R-08,REVISA,fecha_valor,2022-03-31,no anterior a 2024-03-31 (24 meses),1
1,8,20220405,29,1,1,2,AV-2025-003591,1-165041-084,2026-03,R-08,REVISA,fecha_valor,2022-04-05,no anterior a 2024-03-31 (24 meses),1
1,8,20220406,23,3,4,2,AV-2025-002900,6-995420,2026-03,R-08,REVISA,fecha_valor,2022-04-06,no anterior a 2024-03-31 (24 meses),1
1,8,20220409,17,4,5,2,AV-2026-003678,4-822547-058,2026-03,R-08,REVISA,fecha_valor,2022-04-09,no anterior a 2024-03-31 (24 meses),1
1,8,20220409,27,3,7,2,AV-2024-001599,1-595931,2026-03,R-08,REVISA,fecha_valor,2022-04-09,no anterior a 2024-03-31 (24 meses),1
1,8,20220413,34,1,5,2,AV-2025-000400,1-185516-383,2026-03,R-08,REVISA,fecha_valor,2022-04-13,no anterior a 2024-03-31 (24 meses),1
1,8,20220418,8,3,2,2,AV-2025-002529,3-984189,2026-03,R-08,REVISA,fecha_valor,2022-04-18,no anterior a 2024-03-31 (24 meses),1
1,8,20220418,14,3,3,2,AV-2024-002979,5-672419,2026-03,R-08,REVISA,fecha_valor,2022-04-18,no anterior a 2024-03-31 (24 meses),1
1,8,20220420,20,3,7,3,AV-2024-001172,7-235979,2026-03,R-08,REVISA,fecha_valor,2022-04-20,no anterior a 2024-03-31 (24 meses),1
1,8,20220429,17,9,6,2,AV-2024-003506,4-170971,2026-03,R-08,REVISA,fecha_valor,2022-04-29,no anterior a 2024-03-31 (24 meses),1
1,8,20220430,23,4,6,2,AV-2025-002085,6-970646-123,2026-03,R-08,REVISA,fecha_valor,2022-04-30,no anterior a 2024-03-31 (24 meses),1
1,8,20220504,29,1,7,2,AV-2025-003231,1-170030-068,2026-03,R-08,REVISA,fecha_valor,2022-05-04,no anterior a 2024-03-31 (24 meses),1
1,8,20220504,32,3,3,2,AV-2025-001861,1-330743,2026-03,R-08,REVISA,fecha_valor,2022-05-04,no anterior a 2024-03-31 (24 meses),1
1,8,20220508,30,9,3,2,AV-2025-003206,1-869353,2026-03,R-08,REVISA,fecha_valor,2022-05-08,no anterior a 2024-03-31 (24 meses),1
1,8,20220510,8,3,7,2,AV-2025-003822,3-749951,2026-03,R-08,REVISA,fecha_valor,2022-05-10,no anterior a 2024-03-31 (24 meses),1
1,8,20220511,30,9,3,2,AV-2025-001234,1-555322,2026-03,R-08,REVISA,fecha_valor,2022-05-11,no anterior a 2024-03-31 (24 meses),1
1,8,20220512,27,3,4,2,AV-2024-000922,1-642734,2026-03,R-08,REVISA,fecha_valor,2022-05-12,no anterior a 2024-03-31 (24 meses),1
1,8,20220513,34,3,9,2,AV-2026-001706,1-326331,2026-03,R-08,REVISA,fecha_valor,2022-05-13,no anterior a 2024-03-31 (24 meses),1
1,8,20220514,35,2,7,2,AV-2026-003346,1-430580,2026-03,R-08,REVISA,fecha_valor,2022-05-14,no anterior a 2024-03-31 (24 meses),1
1,8,20220515,16,1,7,2,AV-2024-000476,4-785764-355,2026-03,R-08,REVISA,fecha_valor,2022-05-15,no anterior a 2024-03-31 (24 meses),1
1,8,20220516,10,2,3,2,AV-2026-001879,3-815157,2026-03,R-08,REVISA,fecha_valor,2022-05-16,no anterior a 2024-03-31 (24 meses),1
1,8,20220516,15,3,3,2,AV-2026-002316,4-557968,2026-03,R-08,REVISA,fecha_valor,2022-05-16,no anterior a 2024-03-31 (24 meses),1
1,8,20220516,18,3,4,2,AV-2025-000354,4-494820,2026-03,R-08,REVISA,fecha_valor,2022-05-16,no anterior a 2024-03-31 (24 meses),1
1,8,20220517,20,8,1,2,AV-2025-002053,7-758128,2026-03,R-08,REVISA,fecha_valor,2022-05-17,no anterior a 2024-03-31 (24 meses),1
1,8,20220518,34,1,3,2,AV-2025-002635,1-881657-129,2026-03,R-08,REVISA,fecha_valor,2022-05-18,no anterior a 2024-03-31 (24 meses),1
1,8,20220520,12,3,7,2,AV-2025-002290,5-451781,2026-03,R-08,REVISA,fecha_valor,2022-05-20,no anterior a 2024-03-31 (24 meses),1
1,8,20220520,27,9,5,2,AV-2025-003339,1-552222,2026-03,R-08,REVISA,fecha_valor,2022-05-20,no anterior a 2024-03-31 (24 meses),1
1,8,20220522,19,3,2,2,AV-2025-001519,4-541458,2026-03,R-08,REVISA,fecha_valor,2022-05-22,no anterior a 2024-03-31 (24 meses),1
1,8,20220523,28,7,9,2,AV-2025-001835,1-103163,2026-03,R-08,REVISA,fecha_valor,2022-05-23,no anterior a 2024-03-31 (24 meses),1
1,8,20220525,16,7,7,2,AV-2025-003138,4-147822,2026-03,R-08,REVISA,fecha_valor,2022-05-25,no anterior a 2024-03-31 (24 meses),1
1,8,20220525,30,1,1,2,AV-2024-001901,1-752201-388,2026-03,R-08,REVISA,fecha_valor,2022-05-25,no anterior a 2024-03-31 (24 meses),1
1,8,20220526,31,3,4,2,AV-2025-003245,1-490094,2026-03,R-08,REVISA,fecha_valor,2022-05-26,no anterior a 2024-03-31 (24 meses),1
1,8,20220527,18,3,1,2,AV-2025-000325,4-677186,2026-03,R-08,REVISA,fecha_valor,2022-05-27,no anterior a 2024-03-31 (24 meses),1
1,8,20220528,26,3,9,2,AV-2025-000261,1-953109,2026-03,R-08,REVISA,fecha_valor,2022-05-28,no anterior a 2024-03-31 (24 meses),1
1,8,20220529,27,2,9,2,AV-2026-000341,1-497060,2026-03,R-08,REVISA,fecha_valor,2022-05-29,no anterior a 2024-03-31 (24 meses),1
1,8,20220530,28,3,7,2,AV-2024-001960,1-710625,2026-03,R-08,REVISA,fecha_valor,2022-05-30,no anterior a 2024-03-31 (24 meses),1
1,8,20220603,19,3,9,2,AV-2025-002525,4-641660,2026-03,R-08,REVISA,fecha_valor,2022-06-03,no anterior a 2024-03-31 (24 meses),1
1,8,20220607,27,4,7,2,AV-2024-001171,1-237457-135,2026-03,R-08,REVISA,fecha_valor,2022-06-07,no anterior a 2024-03-31 (24 meses),1
1,8,20220609,8,1,6,3,AV-2024-003096,3-943365-237,2026-03,R-08,REVISA,fecha_valor,2022-06-09,no anterior a 2024-03-31 (24 meses),1
1,8,20220609,9,3,3,2,AV-2024-001850,3-195465,2026-03,R-08,REVISA,fecha_valor,2022-06-09,no anterior a 2024-03-31 (24 meses),1
1,8,20220610,18,9,3,2,AV-2025-003513,4-828681,2026-03,R-08,REVISA,fecha_valor,2022-06-10,no anterior a 2024-03-31 (24 meses),1
1,8,20220610,24,6,7,2,AV-2026-002296,6-822966,2026-03,R-08,REVISA,fecha_valor,2022-06-10,no anterior a 2024-03-31 (24 meses),1
1,8,20220611,6,8,3,2,AV-2025-003471,2-879892,2026-03,R-08,REVISA,fecha_valor,2022-06-11,no anterior a 2024-03-31 (24 meses),1
1,8,20220615,19,8,3,3,AV-2024-001246,4-437498,2026-03,R-08,REVISA,fecha_valor,2022-06-15,no anterior a 2024-03-31 (24 meses),1
1,8,20220615,29,3,3,2,AV-2025-003656,1-401316,2026-03,R-08,REVISA,fecha_valor,2022-06-15,no anterior a 2024-03-31 (24 meses),1
1,8,20220623,9,3,3,2,AV-2025-003873,3-609539,2026-03,R-08,REVISA,fecha_valor,2022-06-23,no anterior a 2024-03-31 (24 meses),1
1,8,20220623,16,2,4,2,AV-2025-003236,4-252141,2026-03,R-08,REVISA,fecha_valor,2022-06-23,no anterior a 2024-03-31 (24 meses),1
1,8,20220627,1,3,4,2,AV-2024-000820,2-463929,2026-03,R-08,REVISA,fecha_valor,2022-06-27,no anterior a 2024-03-31 (24 meses),1
1,8,20220705,31,3,3,2,AV-2025-002311,1-987614,2026-03,R-08,REVISA,fecha_valor,2022-07-05,no anterior a 2024-03-31 (24 meses),1
1,8,20220716,1,2,3,2,AV-2025-002882,2-306590,2026-03,R-08,REVISA,fecha_valor,2022-07-16,no anterior a 2024-03-31 (24 meses),1
1,8,20220717,17,7,7,2,AV-2025-000771,4-970273,2026-03,R-08,REVISA,fecha_valor,2022-07-17,no anterior a 2024-03-31 (24 meses),1
1,8,20220719,5,3,2,2,AV-2025-001156,2-457277,2026-03,R-08,REVISA,fecha_valor,2022-07-19,no anterior a 2024-03-31 (24 meses),1
1,8,20220720,22,4,7,2,AV-2025-002631,7-839630-108,2026-03,R-08,REVISA,fecha_valor,2022-07-20,no anterior a 2024-03-31 (24 meses),1
1,8,20220723,8,3,3,2,AV-2025-002845,3-722106,2026-03,R-08,REVISA,fecha_valor,2022-07-23,no anterior a 2024-03-31 (24 meses),1
1,8,20220723,16,3,4,2,AV-2025-002693,4-124585,2026-03,R-08,REVISA,fecha_valor,2022-07-23,no anterior a 2024-03-31 (24 meses),1
1,8,20220724,1,4,3,2,AV-2025-003933,2-565538-151,2026-03,R-08,REVISA,fecha_valor,2022-07-24,no anterior a 2024-03-31 (24 meses),1
1,8,20220728,9,3,3,2,AV-2025-000910,3-242265,2026-03,R-08,REVISA,fecha_valor,2022-07-28,no anterior a 2024-03-31 (24 meses),1
1,8,20220806,16,3,3,2,AV-2025-002519,4-789748,2026-03,R-08,REVISA,fecha_valor,2022-08-06,no anterior a 2024-03-31 (24 meses),1
1,8,20220806,35,5,4,2,AV-2026-000308,1-224039,2026-03,R-08,REVISA,fecha_valor,2022-08-06,no anterior a 2024-03-31 (24 meses),1
1,8,20220811,5,8,7,2,AV-2024-003974,2-634251,2026-03,R-08,REVISA,fecha_valor,2022-08-11,no anterior a 2024-03-31 (24 meses),1
1,8,20220811,18,7,3,2,AV-2026-001029,4-657535,2026-03,R-08,REVISA,fecha_valor,2022-08-11,no anterior a 2024-03-31 (24 meses),1
1,8,20220812,21,7,9,2,AV-2025-001760,7-763650,2026-03,R-08,REVISA,fecha_valor,2022-08-12,no anterior a 2024-03-31 (24 meses),1
1,8,20220813,20,3,7,2,AV-2025-001557,7-625220,2026-03,R-08,REVISA,fecha_valor,2022-08-13,no anterior a 2024-03-31 (24 meses),1
1,8,20220814,35,5,1,3,AV-2024-000859,1-972708,2026-03,R-08,REVISA,fecha_valor,2022-08-14,no anterior a 2024-03-31 (24 meses),1
1,8,20220815,33,3,5,2,AV-2025-003330,1-413509,2026-03,R-08,REVISA,fecha_valor,2022-08-15,no anterior a 2024-03-31 (24 meses),1
1,8,20220822,16,3,3,2,AV-2024-003684,4-422816,2026-03,R-08,REVISA,fecha_valor,2022-08-22,no anterior a 2024-03-31 (24 meses),1
1,8,20220824,26,5,7,2,AV-2025-001974,1-535213,2026-03,R-08,REVISA,fecha_valor,2022-08-24,no anterior a 2024-03-31 (24 meses),1
1,8,20220826,26,1,7,2,AV-2025-003738,1-150900-365,2026-03,R-08,REVISA,fecha_valor,2022-08-26,no anterior a 2024-03-31 (24 meses),1
1,8,20220827,6,9,9,2,AV-2024-000892,2-908573,2026-03,R-08,REVISA,fecha_valor,2022-08-27,no anterior a 2024-03-31 (24 meses),1
1,8,20220828,34,9,9,2,AV-2025-002057,1-442790,2026-03,R-08,REVISA,fecha_valor,2022-08-28,no anterior a 2024-03-31 (24 meses),1
1,8,20220829,1,9,9,2,AV-2025-002813,2-562718,2026-03,R-08,REVISA,fecha_valor,2022-08-29,no anterior a 2024-03-31 (24 meses),1
1,8,20220830,21,7,6,2,AV-2025-000404,7-195127,2026-03,R-08,REVISA,fecha_valor,2022-08-30,no anterior a 2024-03-31 (24 meses),1
1,8,20220906,7,9,6,2,AV-2025-002109,3-874418,2026-03,R-08,REVISA,fecha_valor,2022-09-06,no anterior a 2024-03-31 (24 meses),1
1,8,20220908,15,3,9,2,AV-2025-003978,4-760638,2026-03,R-08,REVISA,fecha_valor,2022-09-08,no anterior a 2024-03-31 (24 meses),1
1,8,20220909,1,3,9,2,AV-2025-001383,2-308754,2026-03,R-08,REVISA,fecha_valor,2022-09-09,no anterior a 2024-03-31 (24 meses),1
1,8,20220910,32,9,3,2,AV-2025-003970,1-760448,2026-03,R-08,REVISA,fecha_valor,2022-09-10,no anterior a 2024-03-31 (24 meses),1
1,8,20220913,34,1,3,2,AV-2024-000569,1-591547-131,2026-03,R-08,REVISA,fecha_valor,2022-09-13,no anterior a 2024-03-31 (24 meses),1
1,8,20220914,32,2,9,3,AV-2025-003071,1-335481,2026-03,R-08,REVISA,fecha_valor,2022-09-14,no anterior a 2024-03-31 (24 meses),1
1,8,20220915,15,7,7,2,AV-2025-003942,4-153104,2026-03,R-08,REVISA,fecha_valor,2022-09-15,no anterior a 2024-03-31 (24 meses),1
1,8,20220921,25,3,7,2,AV-2025-002356,6-278695,2026-03,R-08,REVISA,fecha_valor,2022-09-21,no anterior a 2024-03-31 (24 meses),1
1,8,20220923,15,3,9,2,AV-2025-000244,4-999990,2026-03,R-08,REVISA,fecha_valor,2022-09-23,no anterior a 2024-03-31 (24 meses),1
1,8,20220927,31,3,9,3,AV-2025-002738,N/A,2026-03,R-08,REVISA,fecha_valor,2022-09-27,no anterior a 2024-03-31 (24 meses),1
1,8,20220928,34,1,3,2,AV-2025-003924,1-950043-355,2026-03,R-08,REVISA,fecha_valor,2022-09-28,no anterior a 2024-03-31 (24 meses),1
1,8,20220929,17,3,7,2,AV-2026-003404,4-119449,2026-03,R-08,REVISA,fecha_valor,2022-09-29,no anterior a 2024-03-31 (24 meses),1
1,8,20221005,34,2,3,2,AV-2024-000394,1-593321,2026-03,R-08,REVISA,fecha_valor,2022-10-05,no anterior a 2024-03-31 (24 meses),1
1,8,20221006,34,3,7,2,AV-2025-000639,1-891744,2026-03,R-08,REVISA,fecha_valor,2022-10-06,no anterior a 2024-03-31 (24 meses),1
1,8,20221007,16,2,2,2,AV-2024-002174,4-878863,2026-03,R-08,REVISA,fecha_valor,2022-10-07,no anterior a 2024-03-31 (24 meses),1
1,8,20221009,16,7,7,2,AV-2025-003480,4-641613,2026-03,R-08,REVISA,fecha_valor,2022-10-09,no anterior a 2024-03-31 (24 meses),1
1,8,20221010,1,4,4,2,AV-2025-000911,2-387681-032,2026-03,R-08,REVISA,fecha_valor,2022-10-10,no anterior a 2024-03-31 (24 meses),1
